bedrooms,building_size_m2,bathrooms,carports,price_in_rp,floor_count,url,building_age,city,certificate,electricity_power,land_size_m2,property_condition,district,location,description,title
5,2000 m²,3,4,Rp 235 Juta/tahun,2,https://www.rumah123.com/properti/jakarta-selatan/hor39018233/,,Jakarta Selatan,SHM,4400 Watt,240 m²,Bagus,Kalibata,"Kalibata, Jakarta Selatan","Disewakan Rumah di Jl. Kalibata Tengah
(Lokasi strategis, siap huni!)

Spesifikasi:
Luas Tanah/Bangunan: 240 m² / 200 m²
Listrik: 4800 watt (Token, atas & bawah)
Air: Sumur tanah dengan pompa
Sertifikat: SHM (Sertifikat Hak Milik)
Bangunan 2 Lantai:

Lantai 1:
Ruang tamu / ruang TV
Dapur
1 kamar tidur utama + kamar mandi dalam
1 kamar tidur tamu
1kamar pembantu
Tempat cuci

Lantai 2:
Ruang tamu / ruang TV
Dapur
1 kamar tidur utama + kamar mandi dalam
1 kamar tidur tamu dengan kamar mandi dalam
1 kamar pembantu + kamar mandi
Ruang cuci
Total Kamar Tidur: 4+2
Total Kamar Mandi: 2+2
Carport: Muat hingga 4 mobil
Minimal sewa: 2 tahun
PBB ditanggung pemilik
Pajak & biaya lain ditanggung penyewa

Segera hubungi untuk info lebih lanjut dan jadwal survei!","Disewakan Rumah 2 Lantai Kalibata Tengah, Siap Huni"
4,550 m²,4,2,Rp 770 Juta/tahun,2,https://www.rumah123.com/properti/jakarta-selatan/hor39319849/,,Jakarta Selatan,SHM,Lainnya,2002 m²,Bagus,Bangka,"Bangka, Jakarta Selatan","Disewakan Rumah Mewah di Lokasi Strategis Jl. Bangka, Kemang, Jakarta Selatan

Rumah di tengah kota yang memiliki halaman yang sangat luas dan kolam renang

Spesifikasi Properti:
- Luas Tanah: 2.002 m2
- Luas Bangunan: 550 m2
- Jumlah Lantai: 2
- Kamar Tidur: 4+3
- Kamar Mandi: 4+1
- Taman Depan dan Belakang
- Private Pool
- Listrik: 33 kWatt
- Kontrak minimal 2 tahun dan dapat bayar per tahun

Keunggulan:
- Lingkungan hunian yang sangat startegis & nyaman, sangat cocok untuk tempat tinggal
- Akses dekat ke Kemang, Antasari, Mampang Prapatan, TB Simatupang, Blok M
- Jalan akses yang lebar 2 arah untuk 2 mobil

Harga: Rp. 770.000.xxx/Tahun (nego)

info, survey. Ros(jk) 
081315606xxx",Di Kontrakkan Rumah Asri Di Lengkapi Private Pool Di Kemang Jakarta Selatan
5,700 m²,4,,Rp 120 Juta per bulan,,https://www.rumah123.com/properti/jakarta-selatan/hor7121799/,,Jakarta Selatan,Lainnya,Lainnya,670 m²,,Kebayoran Baru,"Kebayoran Baru, Jakarta Selatan","Beautiful modern house for rent @brawijaya.
Had 5 bedrooms, 4 bathrooms, 2 storey, separate dinning room, basement, etc.

For more info please call Febe 0813 1122 9xxx

Thanks",House  @Brawijaya
4,800 m²,4,,Rp 319 Juta/bulan,,https://www.rumah123.com/properti/jakarta-selatan/hor7427864/,,Jakarta Selatan,Lainnya,Lainnya,950 m²,,Senopati,"Senopati, Jakarta Selatan","Luxurious House for Embassy in Senopati, its very suitable for Ambassador level and or head of Company. The location near with the Gunawarman and Senopati Raya which very famous with high end restaurant. Rent price is $22000 per month, should you need more information please call me",Luxurious House for Embassy in Senopati
4,600 m²,4,,Rp 50 Juta per bulan,,https://www.rumah123.com/properti/jakarta-selatan/hor7121798/,,Jakarta Selatan,Lainnya,Lainnya,900 m²,,Bangka,"Bangka, Jakarta Selatan","Very comfortable 2 storeys house with huge garden.
Had 4 bedroom, 4 bathroom, 4 maid room.

Price per month : $3500

For details,Please Call Febe 0813 1122 9xxx..

Thank you",House  @Bangka
5,345 m²,5,1,Rp 135 Juta/tahun,2,https://www.rumah123.com/properti/sleman/hor39161892/,,Sleman,SHM,Lainnya,315 m²,Bagus,Kalasan,"Kalasan, Sleman","RUMAH FURNISH CITRASUN DEKAT JALAN ADI SUCIPTO

SPESIFIKASI : 
LUAS TANAH : 315m2
LUAS BANGUNAN : 345m2
2 LANTAI 
KAMAR MANDI : 5
KAMAR TIDUR : 5
LISTRIK : 4400
AIR : PAM
HADAP SELATAN
FURNISH
SHM IMB
HARGA  RP 135 JT/th ( Nego ) 

Hubungi : 
Mursito - Brighton Winner Kusumanegara",Rumah Citrasun Garden Dekat Bandara Adi Sucipto
4,300 m²,3,,Rp 125 Juta/tahun,2,https://www.rumah123.com/properti/tangerang/hor39020847/,,Tangerang,SHM,7700 Watt,300 m²,Bagus,BSD Puspita Loka,"BSD Puspita Loka, Tangerang","JUAL /SEWA 
PUSPITA LOKA BSD

Luas 300M2, 
4+2KT, 
3+1 KM, 
1bh Gudang, 
4pc AC, 
2pc Water Heather Ariston, 
Kitchen set, 
Kompor Ariston, 
sofa kulit 3+1+1
2 lantai
SHM
PLN 7.700 watt 
Harga sewa 125jt/th
Minimal sewa 2 th


Hubungi : 
Deasy – GPC6
08170133xxx
//Lili K",Disewakan Rumah Bagus 2 Lantai Siap Huni di Puspita Loka BSD
4,240 m²,3,1,Rp 65 Juta/tahun,1,https://www.rumah123.com/properti/surabaya/hor19579234/,,Surabaya,SHM,Lainnya,300 m²,Bagus,Surabaya Kota,"Surabaya Kota, Surabaya","*Disewakan Rumah Semi Furnish Pakis Tirtosari Depan Ciputra Mall*



LT 300 m², 
LB 240 m²
PLN 2200 (Token)
KT. 4 ( 1 kamar mandi dalam)
KM. 3 
Air: PDAM
Hadap: Selatan
1 paviliun
Carpot: 1 mobil

*Harga Sewa 65 jt/th ( min 2 thn)*


*Selling Poin*
-Depan Ciputra Mall
-5 Menit ke Tol Satelit
-5 Menit ke kampus WK
-20 Menit Ke Kapus UNESA
-20 Menit Ke Pakuwon Mall
-5 Menit ke RS MayapadaAir.
-10 Menit ke Pasar Pakis
-Dekat Sekolah 


Notad
-Teras depan
-Teras belakang
-Ruang tamu
-Ruang keluarga
-Ruang makan
-Dapur
-Tempat cuci
-Jemur di atas
-Gudang




Info survey 

Lina E 
082331491xxx
Be the Best Property 
FB: Property Jaya 
Tiktok : property_jaya_",Disewakan Rumah Semi Furnished Lokasi Pakis Tirtosari Depan Ciputra Mall
2,82 m²,2,1,Rp 70 Juta/tahun,2,https://www.rumah123.com/properti/tangerang/hor39333293/,,Tangerang,Lainnya,Lainnya,56 m²,Bagus,Teluk Naga,"Teluk Naga, Tangerang","Disewakan 
Rumah PIK 2
Cluster Denver
Uk 4,5x12,5
2KT
2LT
LT 56,25m2
LB 82m2
Harga 70jt/th Nego

Untuk Info lebih lanjut dan survey segera hubungi
Richard Lim
PIK Specialist","Disewakan Rumah PIK 2 uk 4,5x12,5 2KT Cluster Bagus!!"
5,600 m²,6,2,Rp 400 Juta/tahun,3,https://www.rumah123.com/properti/surabaya/hor19505605/,,Surabaya,SHM,Lainnya,312 m²,Bagus,Galaxy,"Galaxy, Surabaya","Disewanan Rumah di Galaxy Bumi Permai tahap 1 Di Raya Boulevard surabaya Timur
.
Lt 312 ( 12x26 )
Lb 600
Kt 5+2
kmd 5+2
Semua kamar Tidur ada kamar mandi dalam
semi furnish
PLN 7700 
Hadap Timur
Garasi 2 mobil dan carport 2 mobil
Ada akes ART sendiri
Hak Milik
.
faslitas lingkungan:
1. ada sekolah petra
2. club house
3. lap badminton
4. lap basket
5. one gate sytem
6. RS ongkologi
.
lokasi dekat:
5 menit ke Its, hangtua dan unair
5 menit ke superindo, hypermart dan hokky supermarket
7 menit ke Galaxy mall dan pakuwon city mall",Rumah Mewah Raya Galaxy Bumi Permai Dekat Kertajaya Surabaya
2,50 m²,2,1,Rp 50 Juta/tahun,2,https://www.rumah123.com/properti/tangerang/hor39213043/,,Tangerang,Lainnya,Lainnya,40 m²,Bagus,BSD City,"BSD City, Tangerang","Disewakan Rumah Freja House BSD City Furnished Siap Huni

LT 40 m2
LB 50 m2
KT 2, KM 2
Furnished

Harga Rp 50 jt/thn

Kode JL-11510",Disewakan Rumah Freja House BSD City Furnished Siap Huni
3,68 m²,2,1,Rp 58 Juta/tahun,2,https://www.rumah123.com/properti/tangerang/hor39338229/,,Tangerang,PPJB,Lainnya,50 m²,Bagus,BSD,"BSD, Tangerang","Disewa : 

Rumah 2 lantai di Cluster Tabebuya Invensihaus 

Lt 50 m2 (5x10)m
Lb 68 m2
2 lantai
2400 watt
Furnished :
*3 ac
*beds
*Kitchen set
*Kursi meja
*Lemari
Hadap Utara
Harga. :  58 jt / th

Hubungi :
Evy lianawati
08158161xxx
(HT )",Rumah 2.lantai Invensihaus Furnish
3,110 m²,2,1,Rp 70 Juta/tahun,2,https://www.rumah123.com/properti/tangerang-selatan/hor39395810/,,Tangerang Selatan,Lainnya,3500 Watt,84 m²,Bagus,Pondok Aren,"Pondok Aren, Tangerang Selatan","Lokasi sangat strategis:
- Dekat Tol Parigi
- Akses kereta melalui Stasiun Sudimara (7 km)/Stasiun Jurang Mangu (9 km).
- Dekat sekolah internasional spt Global Jaya School, British School Jakarta, Mentari Intercultural School, dan Sekolah An – Nisaa, Sekolah Auliya
- Dekat RS Pondok Indah Bintaro Jaya (2.5 km)
- Dekat Pasar Segar, Pasar Modern, Hero Supermarket

Min sewa 2 tahun",Disewakan Rumah Siap Huni Di Bintaro
4,270 m²,3,1,Rp 125 Juta per tahun,2,https://www.rumah123.com/properti/tangerang/hor17243512/,,Tangerang,SHM,4400 Watt,300 m²,,BSD Puspita Loka,"BSD Puspita Loka, Tangerang","Lokasi sangat strategis, dekat RS, dekat CBD BSD, dekat Mall, dekat akses pintu Tol BSD
4 Ac
2 WH
K.Set","Rumah semi furnished di Puspita Loka, BSD"
2,58 m²,2,1,Rp 50 Juta/tahun,2,https://www.rumah123.com/properti/tangerang/hor39242018/,,Tangerang,Hak Sewa,Lainnya,60 m²,Bagus,BSD City,"BSD City, Tangerang","Vanya Park BSD Cluster Azura
Lt 6x10
Lb 58m2
2 kamar tidur ( atas)
2 kamar mandi
Kosongan Ada 2 AC masing2 kamar

Fasilitas: 
- Sistem keamanan 24 jam
- Row jalan lebar
- Lahan parkir
- Taman
- CCTV
- Mini market
- Ruang terbuka hijau
- Sarana olahraga

Hubungi Kami RR Property PIK",Vanya Park BSD City Cluster Azura Rumah 2 Lantai Uk 6x10 Ada AC
3,350 m²,3,,Rp 350 Juta/tahun,2,https://www.rumah123.com/properti/badung/hor39401970/,,Badung,SHM,7600 Watt,250 m²,Bagus,Kerobokan,"Kerobokan, Badung","Villa baru jadi dgn Furniture dan Elektronik semua Baru , di tunjang ,Ruang tamu dan dapur yg sangat  lebar ,  Halaman yg luas , kolam Renang yg panjang , pemandangan Sawah dan terpenting boleh bawa PET.

Detail 
Villa 2 lantai
Luas tanah 250m2
Luas bangunan 320m2
Fasilitas 
Kamar 3 unit 
Rest room 3  +1unit
Ruang tamu 
Ruang dapur 
Dimensi 16X8m2 ( Blong )
Dimensi kamar 5 X 5 M2
Balcony 
Gazebo
Guest house 5 X 7m2
Kolam renang 3 X 12m2
Full furnished 
Halaman besar 
AC 3 unit 
PLN 7500
Sumur bor 
Parkir mobil 

Harga Rp 350 JT / thn",For Rent Villa baru  3 Bedrooms Furniture semua Baru Kerobokan
5,630 m²,4,2,Rp 550 Juta per tahun,2,https://www.rumah123.com/properti/jakarta-selatan/hor18936509/,,Jakarta Selatan,SHM,4400 Watt,447 m²,Bagus,Pejaten,"Pejaten, Jakarta Selatan","- Rumah terletak di Pejaten Barat
- Semi Furnished
- Area dekat dengan pusat kuliner dan pusat pendidikan
- Akses mudah menuju Tol Lingkar Luar

Hubungi:
Komala Dewi, Srikandi Jakland Property
0816-140-6xxx

#891",Pejaten Barat Disewakan Rumah Semi Furnished Dekat Tol Lingkar Luar
8,500 m²,4,1,Rp 65 Juta per tahun,2,https://www.rumah123.com/properti/bandung/hor16855678/,,Bandung,SHM,Lainnya,350 m²,Bagus,Pajajaran,"Pajajaran, Bandung","Lokasi strategis 
Tengah kota bandung
Akses masuk mobil
Dekat ITB
Dekat Istana Plaza
Dekat tol pasteur",Rumah Lebih Cocok Untuk Mahasiswa 8 Kamar Tidur Dekat ITB  Unisba Mahmud Pajajaran Bandung
3,124 m²,3,2,Rp 64 Juta/tahun,2,https://www.rumah123.com/properti/bekasi/hor19498577/,,Bekasi,SHM,Lainnya,144 m²,Bagus,Grand Wisata,"Grand Wisata, Bekasi","Rumah 2 lantai siap huni disewa di Grand Wisata , Bekasi

- Luas tanah: 144m²
- Luas bangunan: 124m²
- 3+1 kamar tidur
- 3+1 kamar mandi
- Listrik 2200 VA
- Carport bisa 2 mobil
- Ruang terbuka dibelakang
- Water heater
- 2 AC 

Fasiltas perumahan
- fasiltas kolam renang  dan tempat olahraga (free)
- Fasiltas tempat main anak
- Dekat pusat pembelanjaan
- pintu tol 7 menit 
- pasar modern 10 menit
- Mall 5 menit
- Water park 7 menit
- Jalan lebar
- Keamanan 24 jam 
- akses one gate system 

Harga Rp 64.000.000 per tahun

Sofian-ERA Fiesta 
089518252xxx","Rumah Siap Huni Grand Wisata Disewakan Rumah Bagus di Jl. Grand Wisata, Lambangjaya, Kec. Tambun Sel., Kabupaten Bekasi, Jawa Barat, Grand Wisata"
1,80 m²,1,1,Rp 85 Juta/tahun,1,https://www.rumah123.com/properti/bandung/hor39105988/,,Bandung,SHM,Lainnya,100 m²,Bagus,Dago,"Dago, Bandung","Di sewakan paviliun di tubagus ismail- dago - bandung utara
Lt 100 m²
Lb 80m²
Carport 
Kt 1 
Km 1

Cocok untuk tempat tinggal, bisnis 

Harga sewa Rp. 85 juta nett

ELL",Disewakan Paviliun di Tubagus Ismail Dago Bandung Utara
4,600 m²,9,,Rp 175 Juta/tahun,2,https://www.rumah123.com/properti/bandung/hor39319233/,,Bandung,SHM,4400 Watt,450 m²,Bagus,Bandung Kota,"Bandung Kota, Bandung","luas tanah 450 m2
luas bangunan 600 m2
2 lantai
 #228491",Rumah Bagus Siap Pakai Di Sriwijaya Sayap Bkr Bandung
5,300 m²,2,,"Rp 5,4 Miliar per tahun",,https://www.rumah123.com/properti/jakarta-pusat/hor8600628/,,Jakarta Pusat,Lainnya,Lainnya,375 m²,,Bendungan Hilir,"Bendungan Hilir, Jakarta Pusat","Multifungsi Bangunan Kantor Dan Tempat tinggal di Bendungan Hilir, Lokasi yang sangat strategis sekali selangkah ke Jl. Jend Sudirman yag di kelilingi perkantoran2. Dengan harga Rp 450.000.xxx juta per tahun, rumah ini  bisa juga digunakan sebagai kantor. Untuk detail lebih lengkap bisa menghubungi Febe 081311229xxx",Multifungsi Bangunan Kantor Dan Tempat tinggal di Bendungan Hilir
4,260 m²,3,1,Rp 75 Juta/tahun,2,https://www.rumah123.com/properti/bogor/hor38938808/,,Bogor,SHM,2200 Watt,180 m²,Bagus,Legenda Wisata,"Legenda Wisata, Bogor","SEWA DAN JUAL CEPAT! 

Kondisi properti ini bagus dan memiliki desain unik yang menambah daya tarik dan estetika properti ini. Rumah ini berada di area yang mudah dijangkau.

Detail Properti ini adalah:

  - Kamar Tidur: 4
  - Kamar Mandi: 3
  - Sertifikat: SHM - Sertifikat Hak Milik
  - Daya Listrik: 2200 watt
  - Arah Bangunan: Menghadap Utara
  - Kondisi Perabotan: Semi Furnished

Tersedia berbagai fasilitas lengkap, seperti:

  - Pemanas Air.
  - Kitchen Set.
  - Wastafel.
  - Keamanan 24 jam.
  - Akses Parkir.
  - One Gate System.
  - Tempat Laundry.
  - Taman.
  - CCTV.
  - Tempat Jemuran.
  - Kolam Ikan.
  - Taman.
  - Tempat Jemuran.
  - Kolam Ikan.
  - Taman.

Tidak hanya itu, namun properti ini juga memiliki keunggulan sebagai berikut:

  - Bisa KPR.
  - Siap Huni.
  - Bebas Banjir.
  - Dekat Pusat Perbelanjaan.
  - Dekat Sekolah Internasional.
  - Dekat Sekolah Negeri.
  - Dekat Universitas.
  - Dekat Fasilitas Kesehatan.
  - Adem & Sejuk.
  - Lingkungan Tenang dan Damai.
  - Cocok Untuk Investasi.
  - Cocok Untuk Dijual Kembali.
  - Aset Kepemilikan Pribadi (Tangan Pertama).
  - Properti Bisa Nego.
  - Akses Jalan Muat 2 Mobil.
  - Lokasi Strategis.
  - Lokasi Bebas Banjir.
  - One Gate System.
  - Bisa KPR.
  - Dijual Cepat Butuh Uang.

Lokasi Strategis terletak di Legenda Wisata, properti ini memudahkan akses Anda ke fasilitas-fasilitas utama dan unggulan.

Harga Sewa : 75jt/Thn
Harga Jual : 2,3M Nego sampai deal",Sewa Dan Jual Cepat Rumah Legenda Wisata
4,120 m²,3,1,Rp 53 Juta/tahun,2,https://www.rumah123.com/properti/bekasi/hor19493694/,,Bekasi,SHM,Lainnya,126 m²,Bagus,Harapan Indah,"Harapan Indah, Bekasi",Rumah sewa  pertahun 53  siap huni sudah ada AC 2 unit +hordeng harga nett,Rumah.sewa Siap Huni. Sudah.ada Ac.2
3,160 m²,3,,Rp 250 Juta/tahun,3,https://www.rumah123.com/properti/jakarta-barat/hor18634133/,,Jakarta Barat,Lainnya,Lainnya,320 m²,Bagus,Citra Garden,"Citra Garden, Jakarta Barat","Dijual rumah pik 2 tahap 2
10 x  16
3 kt, 3 km
2,5 lantai
1 kt pembantu
7700 watt
full furnish
mezanin

Harga :250 jt nego


Siap survey 
Enrico tardellie-ave pro- 085277385xxx

Jual -beli- sewa
PIK -golf island -dan sekitarnya
Rumah-ruko-kavling- apartement-soho office",Disewa Rumah citra 2  10x16 3 kt full furnish siap huni
4,250 m²,3,2,Rp 125 Juta per tahun,,https://www.rumah123.com/properti/bandung/hor18118097/,,Bandung,SHM,2200 Watt,300 m²,Bagus,Buah Batu,"Buah Batu, Bandung","Disewakan Rumah Strategis Di Turangga Buahbatu Bandung Kota
- Jalan Lebar, Kemanan 24 jam, Bebas banjir
- Cocok untuk kantor, usaha dan rumah tinggal

Data Property
Luas tanah : 300m²
Luas bangunan : 250m²
Jumlah lantai : 1
Kamar tidur : 4
Kamar mandi : 3
Listrik : 2200watt
Air : Jetpump
Carport : 2 mobil
Legalitas : Hak milik

Harga Penawaran : Rp.125Jt/Tahun

Keterangan lain : 
- Pbb tahunan dibayarkan oleh penyewa
- Deposit : 5jt

Hubungi : Zen - Sugih Property Indonesia
KM : ZN",Disewakan Rumah Luas Dan Strategis Karawitan Turangga Buahbatu
3,300 m²,3,2,Rp 95 Juta/tahun,1,https://www.rumah123.com/properti/bandung/hor39145307/,,Bandung,SHM,6600 Watt,1080 m²,Bagus,Cipaku,"Cipaku, Bandung","For RENT 

RUMAH CIPAKU INDAH
(Ready Awal Bulan Juni)

LT : 1080 M2
LB : 300 M2
LM : 32 M2
KT : 3 
KM : 3
Garasi : 2
Carpot : 2
Listrik : 6600 watt
Air : Sumur
Iuran : 300k ( Keamanan & Kebersihan)
Cocok utk Studio, Kantor

Harga : 95jt/Thn Nego
TN","Rumah Cocok Untuk Kantor/Usaha/Studio di Cipaku, Bandung"
4,420 m²,4,2,Rp 500 Juta/tahun,2,https://www.rumah123.com/properti/jakarta-selatan/hor19158734/,,Jakarta Selatan,SHM,Lainnya,550 m²,Bagus,Kemang,"Kemang, Jakarta Selatan","Penghuni akan menempati rumah nyaman, aman, strategis di area elite Kemang.

Rumah berperabot bergaya tradisional Jawa ini dilengkapi dengan kolam renang.

Hubungi:
Lucia +628111921xxx

300125",Runah Nyaman Siap Huni Kemang Jakarta Selatan
5,850 m²,5,2,"Rp 2,4 Miliar/tahun",2,https://www.rumah123.com/properti/jakarta-selatan/hor39052305/,,Jakarta Selatan,SHM,23000 Watt,1500 m²,Bagus,Kebayoran Baru,"Kebayoran Baru, Jakarta Selatan","Kesempatan terbatas buat Anda dapatkan rumah nyaman dengan return investasi tinggi di Kebayoran Baru, Jakarta Selatan.

Rumah ini menawarkan lokasi yang strategis serta memiliki nilai tepat yang siap untuk segera Anda miliki, utamanya bagi Anda yang mencari hunian di lokasi yang dekat dengan fasilitas umum.

Kondisi properti ini bagus dan memiliki desain indah yang menambah daya tarik dan estetika properti ini. Rumah ini berada di wilayah yang mudah dijangkau.

Detail Properti ini adalah:

  - Kamar Tidur: 5
  - Kamar Mandi: 5
  - Sertifikat: SHM - Sertifikat Hak Milik
  - Daya Listrik: 23000 watt
  - Arah Bangunan: Menghadap Utara
  - Kondisi Perabotan: Unfurnished

Tersedia berbagai fasilitas lengkap, seperti:

  - Wastafel.
  - Kitchen Set.
  - Kulkas.
  - Pemanas Air.
  - Mesin Cuci.
  - Kompor.
  - Keamanan 24 jam.
  - Masjid.
  - CCTV.
  - Tempat Laundry.
  - Akses Parkir.
  - One Gate System.
  - Taman.
  - Tempat Jemuran.
  - Taman.
  - Kolam Renang.
  - Tempat Gym.

Tidak hanya itu, namun properti ini juga memiliki keunggulan sebagai berikut:

  - Siap Huni.
  - Bebas Banjir.
  - Dekat Akses Transjakarta.
  - Dekat Akses Bus Kota.
  - Dekat Akses MRT.
  - Dekat Akses Bandara.
  - Dekat Pusat Perbelanjaan.
  - Dekat Universitas.
  - Dekat Sekolah Internasional.
  - Dekat Fasilitas Kesehatan.
  - Dekat Tempat Ibadah.
  - Dekat Taman Kota.
  - Dekat Landmark.

Lokasi Strategis terletak di Kebayoran Baru, properti ini memudahkan akses Anda ke fasilitas-fasilitas utama dan unggulan.

Harga yang sangat kompetitif yaitu, Rp. 0, rumah ini siap menjadi milik Anda!

Nikmati segala kemudahan dan berbagai keunggulan menarik saat properti berkualitas ini milik Anda.",Rumah sewa megah modern 5 bedroom di premium area Kebayoran Baru
2,120 m²,1,,Rp 65 Juta/tahun,1,https://www.rumah123.com/properti/bandung/hor39453335/,,Bandung,Lainnya,Lainnya,144 m²,Bagus,Arcamanik,"Arcamanik, Bandung","ARCAMANIK

#arcamanik",Diwewaka..rumab.bagus Startegis.murah.di.arcamanik Bamdung
3,250 m²,3,2,Rp 190 Juta/tahun,2,https://www.rumah123.com/properti/jakarta-selatan/hor39118452/,,Jakarta Selatan,Lainnya,7700 Watt,160 m²,Bagus,Pondok Indah,"Pondok Indah, Jakarta Selatan","Rumah cantik Furnished di sewakan di Pondok Indah

Lt 160
Lb 250
Lantai 2
KT 3 +1
KM 3+1
Listrik 7700
Ruang Tamu
Ruang makan

Dekat dgn PI Mall, Rafless Itn'l School
Tidak boleh membawa pets (kucing atau anjing)

Harga Sewa Rp. 190 juta per tahun",Rumah Cantik Furnished Disewakan Di Pondok Indah
5,700 m²,4,2,Rp 750 Juta/tahun,2,https://www.rumah123.com/properti/jakarta-selatan/hor39284050/,,Jakarta Selatan,SHM,Lainnya,500 m²,Bagus,Cipete,"Cipete, Jakarta Selatan","Kesempatan terbatas buat Anda dapatkan rumah nyaman dengan return investasi tinggi di Cipete, Jakarta Selatan.

Rumah ini menawarkan kelengkapan fasilitas serta memiliki nilai tepat yang siap untuk segera Anda miliki, utamanya bagi Anda yang mencari hunian di lokasi yang terjangkau.

Kondisi properti ini bagus dan memiliki desain minimalist modern yang menambah daya tarik dan estetika properti ini. Rumah ini berada di wilayah perumahan/komplek.

Detail Properti ini adalah:

  - Kamar Tidur: 5
  - Kamar Mandi: 4
  - Sertifikat: SHM - Sertifikat Hak Milik
  - Kondisi Perabotan: Semi Furnished

Tersedia berbagai fasilitas lengkap, seperti:

  - Wastafel.
  - Kitchen Set.
  - Kulkas.
  - Pemanas Air.
  - Mesin Cuci.
  - Kompor.
  - Keamanan 24 jam.
  - Kolam Renang.
  - Masjid.
  - Tempat Jemuran.
  - Taman.
  - Kolam Renang.

Tidak hanya itu, namun properti ini juga memiliki keunggulan sebagai berikut:

  - Siap Huni.
  - Bebas Banjir.
  - Dekat Akses Transjakarta.
  - Dekat Akses MRT.
  - Dekat Sekolah Internasional.
  - Dekat Pusat Perbelanjaan.
  - Dekat Sekolah Negeri.
  - Dekat Universitas.
  - Dekat Fasilitas Kesehatan.
  - Lokasi dipusat kota.
  - Sejuk.
  - Properti Bisa Nego.
  - Lokasi Strategis.

Lokasi Strategis terletak di Cipete, properti ini memudahkan akses Anda ke fasilitas-fasilitas utama dan unggulan.

Harga yang sangat kompetitif yaitu, Rp. 62.500.000, rumah ini siap menjadi milik Anda!

Nikmati segala kemudahan dan berbagai keunggulan menarik saat properti berkualitas ini milik Anda.","Rumah Kontrakan Bagus Semi Furnished Cipete, Jakarta Selatan"
5,600 m²,4,5,Rp 590 Juta/tahun,2,https://www.rumah123.com/properti/jakarta-selatan/hor39169700/,,Jakarta Selatan,SHM,23000 Watt,534 m²,Bagus,Kemang,"Kemang, Jakarta Selatan","Disewakan Cepat Rumah Cantik Beautiful Furnish Harga Murah Rp.590 juta Depan 2 mobil Lokasi Nyaman Asri Private Pool dan Garden Area Kemang Jakarta Selatan

Luas tanah 534 m²
Luas bangunan 600 m²
Kamar tidur 5
Kamar mandi 4
Pool
Taman
Garasi 2 mobil
Carport 3 mobil
Shm

Harga Rp.590 juta/ thn",Disewakan Cepat Rumah Cantik Beautiful Furnish Harga Murah Rp.590 Juta Depan 2 Mobil Lokasi Nyaman Asri Private Pool Dan Garden Area Kemang Jakarta Selatan
5,200 m²,4,,Rp 88 Juta/tahun,2,https://www.rumah123.com/properti/jakarta-timur/hor38987722/,,Jakarta Timur,Lainnya,3500 Watt,148 m²,Bagus,Cakung,"Cakung, Jakarta Timur","Disewakan rumah siap huni dalam cluster di JGC, Cakung Jakarta Timur

LT 148m²
LB +/-200m²
KT 4+1
KM 3+1
2 lantai
2 unit AC, Kitset, Gorden
PAM
PLN 3500W

Harga 88jt/thn nego

#LL.M2",Rumah di Cluster JGC Cakung Jakarta Timur Dengan Semi Furnished dan Bagus Siap Huni
4,126 m²,5,1,Rp 95 Juta/tahun,2,https://www.rumah123.com/properti/jakarta-timur/hor19523173/,,Jakarta Timur,Lainnya,3500 Watt,98 m²,Bagus,Cakung,"Cakung, Jakarta Timur","Disewakan rumah bagus didalam cluster Semayang - Asya - Cakung - Jakarta Timur 

Lt.7x14=98m2
Lb. 126m2
Kt.3+1
Km.4+1
Pln 3.500w
Pam
Hadap utara
Kitchen sink,kanopi
Sdh direnovasi dapur basah dan tempat jemur.
Selangkah ke Jakarta Garden City,AEON,IKEA - Jakarta Timur
Bebas banjir
Harga 95jt/thn nego

#OLJJo M2",Rumah Minimalis Bergaya Modern dan Strategis di Cluster Semayang Asya JGC Cakung Jakarta Timur
5,480 m²,5,1,Rp 782 Juta/tahun,2,https://www.rumah123.com/properti/jakarta-selatan/hor39353111/,,Jakarta Selatan,SHM,Lainnya,500 m²,Bagus,Kemang,"Kemang, Jakarta Selatan","Sistem 1 pintu, kemanan 24/7.

Lokasi strategis dekat  ke Jalan Kemang Raya, pusat bisnis, perkantoran, kuliner, sekolah, fasilitas kesehatan, dan fasikitas publik lainnya.

Bebas banjir

Harga USD 4000/bulan, minimum masa sewa 1 tahun

100625
95551",Rumah Modern Siap Huni Dalam Compound Kemang Jakarta Selatan
,400 m²,,,Rp 750 Juta/tahun,1,https://www.rumah123.com/properti/jakarta-selatan/hor39409020/,,Jakarta Selatan,Lainnya,16500 Watt,270 m²,Bagus,Kuningan,"Kuningan, Jakarta Selatan","Rumah disewakan di kuningan dekat Patra Kuningan, dekat jalan Saharjo

Lt 270
Lb 400
KT 4 +1
KM 3 +1
3 storeys
1 study room
swimming pool
roof top with sky line view
G/C 1/1

harga sewa $3700 / mo (750 juta /thn)",Rumah Bagus Disewakan Di Kuningan Jaksel
