city,property_condition,building_size_m2,certificate,electricity_power,district,bathrooms,building_age,description,floor_count,carports,bedrooms,title,price_in_rp,land_size_m2,location,url
Bandung,Bagus,151 m²,SHM,4400 Watt,Summarecon Bandung,3,,"Bisa KPR
Angsuran Rendah
Free Canopy
Bonus Hadiah Langsung
Loyalty Program Reward
Kupon Undian Grand Prize

Hillary ( Hailey 10 Standar )
Summarecon Bandung
4,551,217,560

Bebas Banjir
Lingkungan Nyaman dan Asri
Cicilan Bertahap
Dekat Akses Kereta Cepat Whoosh
Dekat Akses Trans Metro Bandung
Dekat Pusat Perbelanjaan
Dekat Sekolah Internasional
Dekat Sekolah Negeri
Dekat Universitas
Dekat Fasilitas Kesehatan
Dekat Tempat Wisata
Dekat Tempat Ibadah
Dekat Taman Kota
Dekat Landmark

Pondasi : Beton Bertulang
Struktur : Beton Bertulang
Dinding : Bata di plester dan di cat, dinding bata dobel (antar rumah
Lantai : - Lantai Utama : Sintered Stone 120x120 cm Quadra/Setara
             - Lantai Teras, Service, KM/WC : Concrete Wood
             - Lantai Service dan K. Mandi : Keramik Tilen 40x40 cm Roman/Setara
             - Lantai dan Dinding K. Mandi : Homogenouse Tile 60x120 cm
             - Lantai Kamar Tidur : SPC Taco/Setara
Kusen & Pintu : - Kusen Eksterior : Alumunium Powder Coating YKK AP Necta/Setara
                          - Kusen Eksterior (Pintu Utama) : Rangka Metal Finish Duco
                          - Daun Pintu Utama (Eksterior) : Rangka Metal + Kayu Composite Viridi/Setara
                          - Kusen (Interior) : Enginering Wood Finish PVC Sheet
                          - Daun Pintu (Interior) : Engineering Wood Finish PVC (T=2.60)
Plafon : Gypsum di Cat + Rangka Metal
Atap : Rangka Metal + Penutup Atap Metal
Sanitair : Kohler/Setara
Instalasi Air : Pipa Pvc
Listrik : 4.400 VA
Pagar : Tanpa Pagar Depan dan Tanpa Pagar Samping
             Pagar Belakang Bata di Plester dan di Cat",2,2,3,"Rumah Mewah SHM Summarecon Bandung, Bandung","Rp 4,55 Miliar",200 m²,"Summarecon Bandung, Bandung",https://www.rumah123.com/properti/bandung/hos19551191/
Bandung,Bagus,163 m²,HGB,3500 Watt,Antapani,4,,"Kesempatan terbatas buat Anda dapatkan rumah strategis dengan return investasi tinggi di Summarecon Bandung.

Rumah ini menawarkan lokasi yang strategis serta memiliki jumlah lantai 2 yang siap untuk segera Anda miliki, utamanya bagi Anda yang mencari hunian di lokasi yang dekat dengan fasilitas umum.

Kondisi properti ini bagus dan memiliki desain indah yang menambah daya tarik dan estetika properti ini. Rumah ini berada di wilayah perumahan/komplek.

Detail Properti ini adalah:

  - Kamar Tidur: 5
  - Kamar Mandi: 4

Pondasi : Beton Bertulang
Struktur : Beton Bertulang
Dinding : Bata di plester dan di cat, dinding bata dobel (antar rumah
Lantai : - Lantai Utama : Homogenous Tile
             - Lantai Teras, Service, KM/WC : Keramik Tile
Kusen & Pintu : - Kusen Eksterior : Alumunium Powder Coating
                          - Kusen Eksterior (Pintu Utama) : Engineering Wood
                          - Daun Pintu (Interior) : Engineering Wood Finish Duco
Plafon : Gypsum di Cat + Rangka Metal
Atap : Rangka Metal + Penutup Atap Genteng Beton
Sanitair : Toto/Setara
Instalasi Air : Pipa Pvc
Listrik : 3.500 VA
Pagar : Tanpa Pagar Depan dan Tanpa Pagar Samping
    

Tersedia berbagai fasilitas lengkap, seperti:

  - Masjid.
  - CCTV.
  - Kolam Renang.
  - Keamanan 24 jam.
  - One Gate System.
  - Akses Parkir.
  - Taman.

Tidak hanya itu, namun properti ini juga memiliki keunggulan sebagai berikut:

  - Bisa KPR.
  - Bonus Canopy.
  - Bonus Furniture.
  - Bebas Banjir.
  - Siap Huni.
  - Cicilan Bertahap.
  - Dekat Akses KRL.
  - Dekat Akses Bus Kota.
  - Dekat Pusat Perbelanjaan.
  - Dekat Sekolah Internasional.
  - Dekat Sekolah Negeri.
  - Dekat Universitas.
  - Dekat Tempat Wisata.
  - Dekat Fasilitas Kesehatan.
  - Dekat Tempat Ibadah.
  - Dekat Taman Kota.

Lokasi Strategis terletak di Summarecon Bandung, properti ini memudahkan akses Anda ke fasilitas-fasilitas utama dan unggulan.

Harga yang sangat kompetitif yaitu, Rp. 3,628,868,500, rumah ini siap menjadi milik Anda!

Nikmati segala kemudahan dan berbagai keunggulan menarik saat properti asri ini milik Anda.",2,2,5,Investasi Terbaik! Rumah Modern di Summarecon Bandung,"Rp 3,6 Miliar",150 m²,"Antapani, Bandung",https://www.rumah123.com/properti/bandung/hos39164064/
Bogor,Bagus,75 m²,SHM,1300 Watt,Cibinong,1,,"Perumahan Acropolis Karadenan
Cibinong - Kabupaten Bogor

*Menerima Cash
*Bisa Dibantu KPR

Rumah siap huni lokasi strategis, dekat dengan fasilitas pendidikan, kesehatan, pusat perbelanjaan, dan akses transportasi.

SHM
LT 104
LB 36
2 Lantai
2 Kamar Tidur
1 Kamar Mandi
Listrik 1300 VA
Sumber Air PDAM
Hadap Selatan

Fasilitas Sekitar Hunian:
2 Menit ke SD N Karadenan 1
7 Menit ke SMP N 3 Cibinong
10 Menit ke SD N Cilebut 1
10 Menit ke SMA N 3 Cibinong
30 Menit ke Univ Pakuan

10 Menit ke Pasar Gaperi Bojonggede
15 Menit ke Vivo Mall Sentul
15 Menit ke Cibinong City Mall
20 Menit ke Pasar Ciluar
25 Menit ke Bogor Square

5 Menit ke Puskesmas Karadenan
15 Menit ke Puskesmas Cilebut
15 Menit ke RS Harapan Sehati
15 Menit ke RS U Cibinong
20 Menit ke RS Islam

10 Menit ke Stasiun Cilebut
15 Menit ke Stassiun Bojong Gede
20 Menit ke Gerbang Toll Sentul 2
20 Menit ke Gerbang Toll Sentul Selatan
30 Menit ke Gerbang Tol Citeureup

hubungi sekarang juga untuk konsultasi dan survey rumahnya (Silahkan tulis no.telp pada pesan untuk kami hubungi lebih lanjut)",2,,2,Rumah SHM 2 Lt Hadap Selatan Siap KPR 15 Menit ke Cibinong City Mall J21515,Rp 840 Juta,104 m²,"Cibinong, Bogor",https://www.rumah123.com/properti/bogor/hos39295314/
Bekasi,Bagus,145 m²,SHM,2200 Watt,Summarecon Bekasi,2,,"Jalan Purwakarta Duren Jaya
Bekasi Timur - Kota Bekasi

Rumah siap huni lokasi strategis, dekat dengan fasilitas pendidikan, kesehatan, pusat perbelanjaan, dan akees transportasi.
 
SHM
LT 132
LB 145
2 Lantai
3 Kamar Tidur
2 Kamar Mandi
Listrik 2200 VA
Hadap Barat

Fasilitas Sekitar Hunian:
2 Menit ke SMA Bakti Pemuda Indonesia
2 Menit ke SDN Duren Jaya VII
4 Menit ke SDN Duren Jaya V
4 Menit ke SMP NEGERI 56 BEKASI
4 Menit ke SMP PGRI 1 Bekasi
5 Menit ke SDN Duren Jaya VI
10 Menit ke SMA KORPRI BEKASI

4 Menit ke Puskesmas Duren Jaya
6 Menit ke Rumah Sakit Siloam Sentosa
10 Menit ke Puskesmas Aren Jaya
10 Menit ke RS Mekar Sari
15 Menit ke UPTD Puskesmas Margamulya

9 Menit ke Stasiun Bekasi Timur
10 Menit ke Stasiun Bekasi
10 Menit ke Terminal Bekasi
15 Menit ke Tol Bekasi Timur 2
15 Menit ke Gerbang Tol Marga Jaya 2
15 Menit ke Gerbang Tol Bekasi Barat 1
15 Menit ke Gerbang Tol Bekasi Barat 2
15 Menit ke Stasiun Jati Mulya
15 Menit ke Stasiun Tambun


hubungi sekarang juga untuk konsultasi dan survey rumahnya (Silahkan tulis no.telp pada pesan untuk kami hubungi lebih lanjut)",2,,3,Rumah Hook Siap KPR 9 Menit ke Stasiun Bekasi Timur 3 KT Bebas Banjir J-23679,"Rp 1,33 Miliar",132 m²,"Summarecon Bekasi, Bekasi",https://www.rumah123.com/properti/bekasi/hos39293475/
Bekasi,Bagus,75 m²,SHM,2200 Watt,Galaxy,2,,"Griya Metropolitan 2
Bekasi Selatan - Kota Bekasi

*Menerima Cash
*Bisa Dibantu KPR

Rumah siap huni lokasi strategis, dekat dengan fasilitas pendidikan, kesehatan, pusat perbelanjaan, dan akses transportasi.

Rumah siap huni lokasi strategis, dekat dengan fasilitas pendidikan, kesehatan, pusat perbelanjaan, dan akses transportasi.

SHM
LT 114
LB 75
1 Lantai
2 Kamar Tidur
1 Kamar Pembantu
2 Kamar Mandi
Listrik 2200 VA
Sumber Air Tanah
Hadap Utara

Fasilitas Sekitar Hunian:
4 menit ke SDN Pekayon Jaya III
6 menit ke SD Harapan Mulia
6 menit ke SMP PGRI 2 BEKASI
8 menit ke SDN Pekayon Jaya II
9 menit ke SMP Negeri 7 Kota Bekasi
9 menit ke SMA Negeri 8 Kota Bekasi
10 menit ke Sekolah Menengah Atas Negeri 2 Kota Bekasi
10 menit ke SD majalaya 1

9 menit ke Mall Grand Metropolitan Bekasi
10 menit ke Pasar Baru
10 menit ke Pasar poncol
10 menit ke Pasar Kranji Baru

7 menit ke Primaya Hospital Bekasi Barat
9 menit ke Rumah Sakit Mitra Keluarga Bekasi
10 menit ke UPTD Puskesmas Rawa Tembaga
10 menit ke Puskesmas Perumnas 1 Bekasi
10 menit ke UPTD PUSKESMAS MARGA JAYA
10 menit ke Puskesmas Pekayon Jaya
15 menit ke RS Hermina Bekasi

5 menit ke Gerbang TOLL Becakayu
5 menit ke Gerbang Tol Jakasampurna
8 menit ke Stasiun Cikunir 2
9 menit ke Gerbang Tol Bekasi Barat 2
9 menit ke Gerbang Tol Bekasi Barat 1
9 menit ke Gerbang Tol Marga Jaya 2
10 menit ke Stasiun Bekasi Barat
10 menit ke Stasiun Bekasi
15 menit ke Terminal Bekasi

hubungi sekarang juga untuk konsultasi dan survey rumahnya (Silahkan tulis no.telp pada pesan untuk kami hubungi lebih lanjut)",1,,2,Rumah SHM Luas Bebas Banjir 9 menit ke Mall Grand Metropolitan Bekasi J20766,"Rp 1,22 Miliar",114 m²,"Galaxy, Bekasi",https://www.rumah123.com/properti/bekasi/hos39292626/
Bogor,Bagus,300 m²,SHM,5500 Watt,Bogor Barat,4,,"Perumahan Bogor Raya Permai
Bogor Barat - Kota Bogor

*Menerima Cash
*Bisa Dibantu KPR

Rumah siap huni lokasi strategis, dekat dengan fasilitas pendidikan, kesehatan, pusat perbelanjaan, dan akses transportasi.

Rumah siap huni lokasi strategis, dekat dengan fasilitas pendidikan, kesehatan, pusat perbelanjaan, dan akses transportasi.

SHM
LT 144
LB 300
3 Lantai
4 Kamar Tidur
4 Kamar Mandi
Listrik 5500 VA
Sumber Air PDAM

Fasilitas Sekitar Hunian:
4 Menit ke SDN Kukupu 3
4 Menit ke SMA Islam Andalusia
6 Menit ke SD Negeri Curug 1
6 Menit ke Sekolah Dasar Negeri Kukupu 2
9 Menit ke SDN Curug 3
9 Menit ke SMP - SMK Ibnu Sina Kota Bogor
10 Menit ke SMP TAMAN CAHAYA

4 Menit ke Lotte Grosir Bogor
6 Menit ke Transmart Yasmin Bogor
9 Menit ke Pasar Kapuk

4 Menit ke RSIA Bunda Suryatni Bogor
7 Menit ke RS Hermina Bogor
8 Menit ke Puskesmas Semplak
10 Menit ke RSAU SEMPLAK
10 Menit ke RSAU Atang Sanjaya
10 Menit ke Puskesmas Babakan Madang
10 Menit ke Puskesmas Mekar Wangi
10 Menit ke Puskesmas Kedung Badak

8 Menit ke Gerbang Toll Kayu Manis 1
10 Menit ke Terminal Bubulak
10 Menit ke Gerbang Tol Sentul Barat
15 Menit ke Stasiun Cilebut
20 Menit ke STASIUN BOGOR
25 Menit ke Gerbang Tol Bogor 2


hubungi sekarang juga untuk konsultasi dan survey rumahnya (Silahkan tulis no.telp pada pesan untuk kami hubungi lebih lanjut)",3,,4,Rumah SHM 3 Lt Siap KPR 6 Menit ke Transmart Yasmin Bogor J27287,"Rp 1,66 Miliar",144 m²,"Bogor Barat, Bogor",https://www.rumah123.com/properti/bogor/hos39297631/
Depok,Bagus,40 m²,SHM,2200 Watt,Bojong Sari,1,,"Komplek Griya Akbar
Limo - Kota Depok

*Menerima Cash
*Bisa Dibantu KPR

Rumah siap huni lokasi strategis, dekat dengan fasilitas pendidikan, kesehatan, pusat perbelanjaan, dan akses transportasi.

Rumah siap huni lokasi strategis, dekat dengan fasilitas pendidikan, kesehatan, pusat perbelanjaan, dan akses transportasi.

SHM
LT 60
LB 40
1 Lantai
2 Kamar Tidur
1 Kamar Mandi
Listrik 2200 VA
Sumber Air Tanah

Fasilitas Sekitar Hunian:
5 Menit ke SDN Meruyung
5 Menit ke SMP Negeri 20 Depok
6 Menit ke SD Islam Al-Ihya
6 Menit ke SD Muhammadiyah Meruyung
7 Menit ke SMP Muhammadiyah 4 Depok
7 Menit ke SMA Negeri 6 Depok
8 Menit ke SMA Muhammadiyah 4 Depok
10 Menit ke SMA PINTAR Lazuardi

3 Menit ke Pasar Galur tiga putra
10 Menit ke DTC (Depok Town Center)
20 Menit ke The Park Sawangan
25 Menit ke D'Mall Depok
25 Menit ke Cinere Bellevue Mall
25 Menit ke Mall Pesona Square

9 Menit ke RSIA ASYIFA DEPOK
10 Menit ke UPTD Puskesmas Limo
15 Menit ke RS Permata Depok

10 Menit ke Terminal Sawangan
15 Menit ke Gerbang Toll Limo 2
15 Menit ke GERBANG TOL LIMO UTAMA
15 Menit ke Gerbang Tol Kukusan 3
20 Menit ke Gerbang Toll Limo 1
20 Menit ke Stasiun Pondok Cina
25 Menit ke Terminal Pondok Cabe
25 Menit ke Stasiun Depok


hubungi sekarang juga untuk konsultasi dan survey rumahnya (Silahkan tulis no.telp pada pesan untuk kami hubungi lebih lanjut)",1,,2,Rumah SHM 10 Menit ke DTC (Depok Town Center) Siap Huni Dibantu KPR J27167,Rp 590 Juta,60 m²,"Bojong Sari, Depok",https://www.rumah123.com/properti/depok/hos39329009/
Bogor,Bagus,105 m²,SHM,2200 Watt,Kota Wisata,2,,"Perumahan Palem Lestari Blok D4 
Jatisampurna - Kota Bekasi

*Menerima Cash
*Bisa Dibantu KPR

Rumah siap huni lokasi strategis, dekat dengan fasilitas pendidikan, kesehatan, pusat perbelanjaan, dan akses transportasi.

Rumah siap huni lokasi strategis, dekat dengan fasilitas pendidikan, kesehatan, pusat perbelanjaan, dan akses transportasi.

SHM

LT 97

LB 105

2 Lantai

3 Kamar Tidur

2 Kamar Mandi

Listrik 2200 VA

Sumber Air Tanah

Rumah Menghadap Arah Timur

Fasilitas Sekitar Hunian:
10 menit ke SDN Jatimurni III
30 menit ke SDN Baru 07 Pagi
25 menit ke SMP Islam PB Soedirman Cijantung
30 menit ke SMP Negeri 223 Jakarta
40 menit ke Sekolah Menengah Pertama Pasar Minggu
30 menit ke SMA Teladan 1 Jakarta
30 menit ke SMA Negeri 13 Depok
35 menit ke SMA Negeri 98 Jakarta

25 menit ke Pasar Pondok Gede
30 menit ke Pasar Cileungsi
25 menit ke AEON Mall Tanjung Barat
35 menit ke Lippo Plaza Kramat Jati
35 menit ke Grand Galaxy Park
35 menit ke Pakuwon Mall Bekasi

25 menit ke Rumah Sakit Meilia
25 menit ke Rumah Sakit Kesdam Jaya Cijantung
25 menit ke UPTD Puskesmas Jati Kramat
40 menit ke Puskesmas Karang Kitri
30 menit ke Sentra Medika Hospital Cisalak - Depok
30 menit ke RS Karya Medika Bantar Gebang

20 menit ke Gerbang Tol Cimanggis 4
25 menit ke Stasiun LRT Harjamukti
30 menit ke Stasiun Tanjung Barat
25 menit ke Gerbang Tol Cimanggis
30 menit ke Gerbang Tol Utama Pasar Rebo
35 menit ke Gerbang Tol Pondok Gede Timur 1





hubungi sekarang juga untuk konsultasi dan survey rumahnya (Silahkan tulis no.telp pada pesan untuk kami hubungi lebih lanjut)",2,,3,Rumah 2 Lt Strategis 15 Mnt ke Cibubur Plaza Dibantu KPR J32609,"Rp 1,22 Miliar",97 m²,"Kota Wisata, Bogor",https://www.rumah123.com/properti/bogor/hos39351126/
Bekasi,Bagus,55 m²,SHM,2200 Watt,Bekasi,1,,"Mutiara Gading City Cluster Napoli
Babelan - Kabupaten Bekasi

Rumah siap huni lokasi strategis, dekat dengan fasilitas pendidikan, kesehatan, pusat perbelanjaan, dan akses transportasi.


SHM
LT 107
LB 55
1 Lantai
2 Kamar Tidur
1 Kamar Mandi
Listrik 2200 VA
Sumber Air PAM	
Hadap Utara

Fasilitas sekitar hunian:

10 Menit ke SD Fikrul Akbar Islamic School
15 Menit ke SDN Babelan 
10 Menit ke SMP Azahra Kedaung
13 Menit ke State Junior High School 1 Babelan
10 Menit SMA Islam PB Soedirman 2 Bekasi

10 Menit ke Superindo Marraksh
13 Menit ke Pasar Pondok Ungu Permai
15 Menit ke pasar Babelan
15 Menit ke Living Plaza Kota Harapan Indah
30 Menit ke Summarecon Mall Bekasi

10 Menit ke RS Taman Harapan Baru
15 Menit ke Puskesmas Babelan 1
15 Menit ke RS Citra Harapan
15 Menit ke RS Zainattaqwa 
20 Menit ke Rumah sakit Ananda Babelan

15 Menit ke Halte Bus Trans Patriot
25 Menit ke Stasiun Cakung
30 Menit ke Gerbang Tol Marunda
30 Menit ke Gerbang Tol Cakung2

hubungi sekarang juga untuk konsultasi dan survey rumahnya (Silahkan tulis no.telp pada pesan untuk kami hubungi lebih lanjut)",1,,2,Rumah SHM Asri 10 Menit ke RS Taman Harapan Baru Bebas Banjir J16434,Rp 720 Juta,107 m²,"Bekasi, Bekasi",https://www.rumah123.com/properti/bekasi/hos39290891/
Bogor,Bagus,55 m²,Lainnya,2200 Watt,Gunung Sindur,2,,"Perumahan Cikoleang Hill
Rumpin - Kabupaten Bogor

*Menerima Cash
*Bisa Dibantu KPR

Rumah siap huni lokasi strategis, dekat dengan fasilitas pendidikan, kesehatan, pusat perbelanjaan, dan akses transportasi.

Hanya PPJB/PJB/KJB
LT 50
LB 55
2 Lantai
2 Kamar Tidur
2 Kamar Mandi
Listrik 2200 VA
Sumber Air PDAM
Hadap Selatan

Fasilitas Sekitar Hunian:
2 Menit ke SMA ANNAJAH
5 Menit ke SMPN 2 Rumpin
7 Menit ke SD NEGERI RAHAYU SURADITA
9 Menit ke SD Negeri Tamansari 01
10 Menit ke SMP Negeri 3 Cisauk
10 Menit ke SMAN 28 Kabupaten Tangerang
15 Menit ke SMP DEWANTARA
15 Menit ke SMAN 1 Gunungsindur

7 Menit ke Pasar Cicangkal
20 Menit ke Pasar Modern Intermoda BSD City
25 Menit ke AEON Mall BSD City
25 Menit ke The Breeze BSD City
30 Menit ke ITC BSD Cityawangan
35 Menit ke Mall Paradise Walk Serpong

5 Menit ke Klinik Mata Utama Rumpin
7 Menit ke Rumah Sakit Selaras
20 Menit ke RS PENA 98
25 Menit ke Puskesmas Rumpin
40 Menit ke UPTD Puskesmas Cimanggis

15 Menit ke Stasiun Cisauk
20 Menit ke Gerbang Tol BSD Barat 1
20 Menit ke Stasiun Cicayur
20 Menit ke Terminal Intermoda BSD
25 Menit ke Stasiun serpong
30 Menit ke Terminal Parung Panjang
30 Menit ke Gerbang Tol Legok


hubungi sekarang juga untuk konsultasi dan survey rumahnya (Silahkan tulis no.telp pada pesan untuk kami hubungi lebih lanjut)",2,,2,Rumah Hadap Selatan 15 Menit ke Stasiun Cisauk Siap Huni Dibantu KPR J27033,Rp 570 Juta,50 m²,"Gunung Sindur, Bogor",https://www.rumah123.com/properti/bogor/hos39293091/
Bandung,Bagus,36 m²,SHM,1300 Watt,Baleendah,1,,"Rumah Minimalis Modern 
Harga mulai 180 jutaan

BISA KREDIT CICILAN RINGAN LANGSUNG KE DEVELOPER,Dp 50% dari harga
✅tenor cicilan cuma 3 tahun
✅Tanpa bi checking
✅Tanpa slip gaji/rek.koran dll
✅tanpa bunga
✅tanpa riba
✅tanpa Asuransi 
✅Tanpa denda
Cukup FC KK & KTP saja

Cicilan 2jt'an tenor singkat ga membuat dompet terkuras karna ini FLAT sampai lunas

Jauhi riba, dekati rumah kredit syariah

Survey dulu aja sambil ngopi dan diskusi di kantor  info lengkap & survey lanjut Wa
0852.9432.0xxx

#rumahminimalis #rumahminimalismodern #rumahmurah #rumahmurahbandung #rumahminimalisbandungselatan #rumahminimalisbandung #rumahmodern #rumahmodernminimalis #rumah #fyp #fypシ #foryou #foryoupage #sadiwaprivatevillage",1,1,2,Rumah Modern Minimalis Bisa Cicilan Dp 50% Syariah Tanpa Bunga,Rp 320 Juta,72 m²,"Baleendah, Bandung",https://www.rumah123.com/properti/bandung/hos39435125/
Bogor,Bagus,72 m²,SHM,2200 Watt,Bojong Gede,2,,"Villa Bogor Indah 6
Sukaraja - Kabupaten Bogor

SHM
LT 84
LB 72
2 Lantai
3 Kamar Tidur
2 Kamar Mandi
Listrik 2200 VA
Sumber Air PDAM
Hadap Selatan

Fasilitas Sekitar Hunian:
9 menit ke SMP Cipta Cendikia
13 menit ke SMAN 8 Kota Bogor
13 menit ke SMP Negeri 15 Bogor
20 menit ke SDIT, SMP & SMK Putra Pakuan
20 menit ke MA Al-Arqom Sukaraja

16 menit ke Pasar Ciluar
18 menit ke Plaza Jambu Dua
19 menit ke Vivo Mall Sentul
22 menit ke Cibinong City Mall
24 menit ke Cibinong square

7 menit ke Puskesmas Karadenan
13 menit ke Puskesmas Cilebut
17 menit ke Rumah Sakit FMC
21 menit ke RS Mulia Pajajaran
24 menit ke RSUD Cibinong Bogor

11 menit ke Terminal Ciparigi
12 menit ke Stasiun Cilebut
18 menit ke Gerbang Tol Sentul Barat
20 menit ke Gerbang Tol Sentul Selatan 2
24 menit ke Gerbang Tol Sentul 2

hubungi sekarang juga untuk konsultasi dan survey rumahnya (Silahkan tulis no.telp pada pesan untuk kami hubungi lebih lanjut)",2,,3,Rumah 3 KT Minimalis Dekat Bojong Gede 15 Menit ke RS Siap Huni J22643,"Rp 1,32 Miliar",84 m²,"Bojong Gede, Bogor",https://www.rumah123.com/properti/bogor/hos39291574/
Bogor,Bagus,36 m²,SHM,Lainnya,Bogor Utara,1,,"Perumahan Bukit Mekar Wangi Cluster Alamanda
Tanah Sareal - Kota Bogor

SHM
LT 72
LB 36
1 Lantai
2 Kamar Tidur
1 Kamar Mandi
Sumber Air Tanah
Hadap Utara

Fasilitas Sekitar Hunian:
7 menit ke Sekolah Alam Islam Talasia
8 menit ke SMPN 16 Bogor
9 menit ke SMAIT Ummul Quro Bogor
13 menit ke SMK Kesehatan DPH Bogor
13 menit ke SMK Darul Fataa
13 menit ke Kuttab Al-Fatih Bogor

21 menit ke Pasar Tradisional Bojong Gede
26 menit ke Bellanova Country Mall
27 menit ke AEON Mall Sentul City
28 menit ke Pasar Ciluar
31 menit ke Vivo Mall Sentul
34 menit ke Botani Square

18 menit ke Puskesmas Semplak
22 menit ke Puskesmas Kedung Badak
26 menit ke RSUD Kota Bogor
27 menit ke Rumah Sakit Medika Dramaga
29 menit ke Rumah Sakit Karya Bhakti Pratiwi
29 menit ke Rumah Sakit FMC

14 menit ke Gerbang Tol Cibadak 2
16 menit ke Stasiun Cilebut
19 menit ke Stasiun Bojong Gede
21 menit ke Gerbang Tol Sentul Barat
23 menit ke Terminal Bubulak
29 menit ke Gerbang Tol Sentul 2

hubungi sekarang juga untuk konsultasi dan survey rumahnya (Silahkan tulis no.telp pada pesan untuk kami hubungi lebih lanjut)",1,,2,Rumah LT 72 Baru Renov di Bogor Akses Dekat Stasiun Cilebut Bisa KPR J26037,Rp 590 Juta,72 m²,"Bogor Utara, Bogor",https://www.rumah123.com/properti/bogor/hos39320961/
Jakarta Barat,Bagus,500 m²,SHM,16500 Watt,Puri Indah,4,,"Lokasi Prime di Kawasan Puri Indah.
Lingkungan terawat terjaga aman.",3,3,5,Dijual Rumah Minimalis Modern Puri Indah,Rp 15 Miliar,264 m²,"Puri Indah, Jakarta Barat",https://www.rumah123.com/properti/jakarta-barat/hos19477905/
Depok,Bagus,210 m²,SHM,1300 Watt,Pancoran Mas,2,,"Perumahan Taman Duta
Sukmajaya - Kota Depok

Rumah siap huni lokasi strategis, dekat dengan fasilitas pendidikan, kesehatan, pusat perbelanjaan, dan akses transportasi.

SHM
LT 135
LB 210
2 Lantai
4 Kamar Tidur
2 Kamar Mandi
Listrik 1300 VA
Sumber Air PDAM
Hadap Timur

Fasilitas Sekitar Hunian:
2 menit ke SMP Mulya Bhakti Depok
5 menit ke SMP Negeri 7 Depok
6 menit ke SD Negeri Bakti Jaya 1
7 menit ke SD Negeri Mekar Jaya 31
8 menit ke SD Negeri 1 Cisalak
10 menit ke SMP Muhammadiyah Cisalak
10 menit ke SMA Negeri 13 Depok
10 menit ke SMA Budi Utomo Depok
15 menit ke SMA Negeri 2 Depok

5 menit ke Grand Mall Cimanggis
7 menit ke Pasar Cisalak
8 menit ke Cimanggis Square
9 menit ke Mall Pesona Square

4 menit ke RSIA Setya Bhakti
5 menit ke UPTD Puskesmas Baktijaya
6 menit ke RS Griya Medika Depok
7 menit ke RS Citra Arafiq
7 menit ke UPTD Puskesmas Tugu
8 menit ke IGD RSTI Pal Cimanggis
8 menit ke Rumah Sakit Tugu Ibu
9 menit ke UPTD Puskesmas Mekarsari
9 menit ke Puskesmas Cisalak Pasar

9 menit ke Gerbang Tol Cisalak 4
9 menit ke Gerbang Tol Cisalak 1
10 menit ke Gerbang Tol Cimanggis 2
15 menit ke Gerbang Tol Cibubur 2
15 menit ke Stasiun Pondok Cina
15 menit ke Stasiun Universitas Indonesia
15 menit ke Stasiun Harjamukti
15 menit ke Terminal Depok Margonda
15 menit ke Terminal Jatijajar
20 menit ke Stasiun Depok Baru

hubungi sekarang juga untuk konsultasi dan survey rumahnya (Silahkan tulis no.telp pada pesan untuk kami hubungi lebih lanjut)",2,,4,Rumah 2 Lt Strategis 15 Menit ke Terminal Jatijajar Depok Bebas Banjir J28269,"Rp 1,22 Miliar",135 m²,"Pancoran Mas, Depok",https://www.rumah123.com/properti/depok/hos39329149/
Depok,Bagus,36 m²,Lainnya,1300 Watt,Cinere,1,,"Perumahan Cinere Residence
Limo - Kota Depok

*Menerima Cash
*Bisa Dibantu KPR

Rumah siap huni lokasi strategis, dekat dengan fasilitas pendidikan, kesehatan, pusat perbelanjaan, dan akses transportasi.

Hanya PPJB/PJB/KJB
LT 75
LB 36
1 Lantai
2 Kamar Tidur
1 Kamar Mandi
Listrik 1300 VA
Sumber Air Tanah
Hadap Barat

Fasilitas Sekitar Hunian:
9 menit ke Sekolah Dasar Negeri Meruyung
10 menit ke SD Negeri Limo 1
10 menit ke SD Negeri Parung Bingung 2
10 menit ke SMP Yadika 12 Depok
10 menit ke SMA Negeri 6 Depok
10 menit ke SMA Muhammadiyah 4 Depok
15 menit ke SMP Negeri 20 Depok
20 menit ke SD Negeri Rangkapan Jaya Baru

15 menit ke Pasar Rakyat Sawangan
25 menit ke The Park Sawangan
25 menit ke Pasar Kota Pondok Cabe

15 menit ke Puskesmas Cinangka
15 menit ke RSIA ASYIFA DEPOK
20 menit ke RS Permata Depok
20 menit ke UPTD Puskesmas Limo

15 menit ke Terminal Sawangan
20 menit ke Gerbang Tol Sawangan 4
25 menit ke Terminal Pondok Cabe
25 menit ke Gerbang Tol Brigif
25 menit ke Gerbang Tol Brigif 4
25 menit ke Gerbang Tol Krukut 2
30 menit ke Stasiun Depok Baru
35 menit ke Stasiun Pondok Cina

hubungi sekarang juga untuk konsultasi dan survey rumahnya (Silahkan tulis no.telp pada pesan untuk kami hubungi lebih lanjut)",1,,2,Rumah Cantik Strategis 10 Mnt ke Pintu Tol Limo Dibantu KPR J26824,Rp 850 Juta,75 m²,"Cinere, Depok",https://www.rumah123.com/properti/depok/hos39297615/
