bathrooms,land_size_m2,building_age,electricity_power,district,location,description,city,certificate,url,bedrooms,property_condition,price_in_rp,building_size_m2,title,carports,floor_count
3,50 m²,,3300 Watt,Wiyung,"Wiyung, Surabaya","Rumah 4 lantai di Wiyung, Surabaya.

Disewakan rumah di wilayah yang tenang dengan pemandangan permukiman warga. Properti 4 lantai bergaya minimalist modern ini berada di lingkungan Lokasi di Pusat Kota.

Kategorinya adalah sebagai berikut:

  - Kamar Tidur: 4
  - Kamar Mandi: 3
  - Sertifikat: SHM - Sertifikat Hak Milik
  - Daya Listrik: 3300 W
  - Hadap: Barat
  - Kondisi Perabotan: Semi Furnished

Tentunya properti ini layak untuk dimiliki karena:

  - Dekat Akses Bandara.
  - Dekat Pusat Perbelanjaan.
  - Dekat Sekolah Internasional.
  - Dekat Sekolah Negeri.
  - Dekat Universitas.
  - Dekat Fasilitas Kesehatan.
  - Dekat Landmark.
  - Lokasi di Pusat Kota.
  - Dekat Kawasan Bisnis & Industri.
  - Adem & Sejuk.
  - Lingkungan Tenang dan Damai.
  - Cocok Untuk Investasi.
  - Cocok Untuk Dijual Kembali.
  - Lokasi Strategis.
  - One Gate System.

Properti berikut telah lengkap dengan fasilitas:

  - Wastafel.
  - Pemanas Air.
  - Keamanan 24 jam.
  - Akses Parkir.
  - Kolam Renang.
  - One Gate System.
  - Tempat Laundry.
  - Masjid.
  - Taman.
  - CCTV.
  - Jalur Telepon.
  - Tempat Jemuran.
  - Jalur Telepon.
  - Tempat Jemuran.
  - Lapangan Tenis.
  - Lapangan Bulutangkis.

Keberadaan rumah berikut dekat fasilitas umum, hanya selangkah menuju berbagai fasilitas utama dan menarik.

Hanya Rp. 65.000.000,- anda dapat langsung dapatkan rumah terbaik di daerah Wiyung ini.

Tersedia juga untuk rental period Yearly.",Surabaya,SHM,https://www.rumah123.com/properti/surabaya/hor39334882/,4,Bagus,Rp 65 Juta/tahun,115 m²,Disewakan Rumah Minimalis Modern 3 Lantai Royal Residence,1,4
2,77 m²,,Lainnya,Kebraon,"Kebraon, Surabaya","Di sewa rmh grand harvest 2lt / 2KT / 2KM
Hdp selatan
Kosongan
Rp.38jt/thn
Minim 2thn",Surabaya,SHM,https://www.rumah123.com/properti/surabaya/hor39340566/,2,Bagus,Rp 38 Juta/tahun,77 m²,Di Sewa Rmh Grand Harvest 2lt / 2kt,1,1
3,150 m²,,Lainnya,Pantai Indah Kapuk,"Pantai Indah Kapuk, Jakarta Utara","Disewakan cepatttt

Rumah Golf Island PIK

Luas 10x15
Semi furnish
Interior design
RAPI dan BAGUS

For info
Edwin Tio MR Realty",Jakarta Utara,SHM,https://www.rumah123.com/properti/jakarta-utara/hor39365801/,3,Bagus,Rp 215 Juta/tahun,250 m²,Disewakan cepat Rumah Golf Island PIK 10x15 furnish BAGUS MURAH,,2
3,82 m²,,2200 Watt,Lippo Karawaci,"Lippo Karawaci, Tangerang","Rumah 2 Lantai Di Cendana Parc Lippo Karawaci Tangerang

- Rumah baru tipe 2 (5,5m x 15m)
- LT 82,5 m2
- LB 68 m2
- KT 3
- KM 3
- AC 2
- Listrik 2200 watt 
- Akses dekat dengan kawasan Lippo Karawaci, RS. Siloam, Sekolah Pelita Harapan (SPH), Universitas Pelita Harapan (UPH), gerbang tol Lippo Karawaci
 #162177",Tangerang,SHM,https://www.rumah123.com/properti/tangerang/hor19349782/,3,Baru,Rp 40 Juta/tahun,68 m²,Rumah 2 Lantai Di Cendana Parc Lippo Karawaci Tangerang,,2
3,120 m²,,Lainnya,Serpong,"Serpong, Tangerang Selatan","Sewa
Alamat lengkap : citra garden serpong 
Luas bangunan : 141
Luas tanah : 120
Hadap : utara
Jumlah kamar tidur & kamar mandi : 
kamar tidur 3 + 1
kamar mandi 3 + 1
jumlah lantai : 2.5 lantai (ada ruang di attic)
carport muat untuk 2 mobil dan ada kanopy
Air : PDAM 
Daya Listrik : 4400
Sertifikat ( HGB / AJB / SHM ) : AJB
unfurnish
peralatan : wastafel, kitchen sink, shower. ada air panas
80jt / thn nego
#CNL",Tangerang Selatan,SHM,https://www.rumah123.com/properti/tangerang-selatan/hor39288730/,3,Bagus,Rp 80 Juta/tahun,141 m²,Disewakan Rumah Bagus Di Citra Garden Serpong Tangsel 3+1 Kamar Tidur,,2
5,443 m²,,Lainnya,BSD,"BSD, Tangerang","Fontainebleau BSD

Rumah Dengan Swimming Pool / Kolam Renang
5 Kamar Tidur (2 Master Bedroom)

- Luas Tanah 443m2
- Luas Bangunan 350m2
- Kamar Tidur 5 + 1
- Kamar Mandi  4 + 1
- Bisa Full Furnished / Semi Furnished
- ⁠Swimming Pool & Backyard Luas
- Gazebo Halaman Belakang
- Listrik 10.000 watt
- ⁠Air PAM BSD
- IPL -/+ 1.4 Jt / bulan

Harga Semi Furnish 300 Jt / Tahun Nego
Harga Full Furnish 350 Jt / Tahun Nego

More Info :
HENNY LAZUARDI . ADE
Era Fiesta BSD
081292017xxx
wa.me/+628161362xxx",Tangerang,Lainnya,https://www.rumah123.com/properti/tangerang/hor39155545/,6,Bagus,Rp 300 Juta/tahun,350 m²,Rumah ada Kolam Renang Fontainebleau BSD Lokasi Bagus Akses Mudah,,2
1,102 m²,,2200 Watt,Cibodas,"Cibodas, Tangerang",For Rent,Tangerang,Lainnya,https://www.rumah123.com/properti/tangerang/hor39358333/,2,Bagus,Rp 35 Juta/tahun,72 m²,Rumah Minimalis 2 Kamar Siap Huni Lokasi Strategis Di Lippo Karawaci,1,1
1,48 m²,,2200 Watt,Gading Serpong,"Gading Serpong, Tangerang","*Disewakan*

Rumah Cluster Malibu Village

Spec:
6x8m
55m2
2+1 kt
1+1 km
2ac
Carport 1mobil
Teras
2200watt

Harga 55 juta per tahun",Tangerang,PPJB,https://www.rumah123.com/properti/tangerang/hor39439066/,2,Bagus,Rp 55 Juta/tahun,55 m²,Rumah Semi Furnish Di Malibu Village Dekat Mal Summarecon Serpong,1,2
3,180 m²,,2200 Watt,Balikpapan Selatan,"Balikpapan Selatan, Balikpapan","Rumah Disewa Balikpapan rumah cantik minimalis furnish di Bdi
sudah semi furnish siap huni cocok untuk keluarga dan mesh
lokasi di tengah kota Balikpapan
lingkungan aman dan nyaman",Balikpapan,SHM,https://www.rumah123.com/properti/balikpapan/hor39452256/,3,,Rp 80 Juta/tahun,150 m²,rumah cantik minimalis furnish di Bdi,,1
8,750 m²,,23000 Watt,Kemang,"Kemang, Jakarta Selatan","LT +/ 750 m2 ,LB +/ 700 m 2 .
5 KAMAR TIDUR
,2 K. PEMBANTU ,,
1 KAMAR SUPIR /SCURITY ,
8 LAMAR MANDI ,
PANTRY ,
DAPUR KOTOR ,
KOLAM RENANG ,
LISTRIK 23 000 WATT .
Garasi
Carpot
Harga Sewa: 575 jt/thn",Jakarta Selatan,SHM,https://www.rumah123.com/properti/jakarta-selatan/hor39068365/,5,Bagus,Rp 575 Juta/tahun,700 m²,Rumah Mewah For Rent. Kemang Dalam (ff),,2
2,32 m²,,2200 Watt,Kebon Jeruk,"Kebon Jeruk, Jakarta Barat","Rumah siap huji dengan 2 Kamar Tidur semi furnished, di lingkungan yang nyaman dalam cluster, bebas dari kebisingan.
Dekat dengan Pusat Komersil & Mall jakarta Selatan & Jakarta Barat. #228169",Jakarta Barat,SHM,https://www.rumah123.com/properti/jakarta-barat/hor39314417/,2,Bagus,Rp 65 Juta/tahun,64 m²,"Rumah Siap Huni Dekat Binus Anggrek, Kebon Jeruk, Jakarta R2153",,
2,325 m²,,Lainnya,Senopati,"Senopati, Jakarta Selatan","for rent at senopati area 
__
Land size 325 sqm (fisik 375 sqm)
Build size 600 sqm 
Build : 13 m x 28 m
Brand new building 
__

2 ½ storey building
10 car park 
__
Asking price : 1,5 Milyar / year (rooftop include )",Jakarta Selatan,Lainnya,https://www.rumah123.com/properti/jakarta-selatan/hor19072187/,8,,"Rp 1,5 Miliar/tahun",600 m²,"COMMERCIAL BUILDING AT SENOPATI AREA, JAKARTA SELATAN",,
3,135 m²,,5500 Watt,Tomang,"Tomang, Jakarta Barat","Disewakan Rumah Bagus Baru Renov, Tomang, Jakarta Barat
Luas tanah. 9 x 15 = 135m2
2.5 Lantai
3+1 Kamar tidur
3+1 Kamar mandi

fasilitas:

Listrik 5.500
Ac 5 unit
Water Heater
Kitchenset
Air pam dan Air tanah
carport 1 mobil
jala lebar 2 mobil

harga negotiable



 

07953(Ch)",Jakarta Barat,Lainnya,https://www.rumah123.com/properti/jakarta-barat/hor19354666/,3,Bagus,Rp 140 Juta/tahun,,"Rumah Bagus Baru Renov, Tomang, Jakarta Barat",1,2
5,650 m²,,Lainnya,Menteng,"Menteng, Jakarta Pusat","Disewakan rumah bagus siap Huni, Fully Furnished di Lokasi tenang di Menteng, Jakarta Pusat.

Luas Tanah    : 650 m2
Luas Bangunan : 700 m2
2 lantai
4 Kamar Tidur  + 3
4 Kamar Mandi + 1
Powder room
Swimming pool
Garasi 3 mobil
Car port 3 mobil
Fully Furnished

Akses sangat mudah
Dekat area kuliner
Dekat area Bisnis Jl Thamrin 
Dekat Taman Suropati. 

Harga usd 6500/bln

Follow IG  : Yuni_realtor 

 #227710",Jakarta Pusat,SHM,https://www.rumah123.com/properti/jakarta-pusat/hor39288488/,4,Bagus,"Rp 1,3 Miliar/tahun",700 m²,Rumah Siap Huni Di Lokasi Tenang Di Menteng Jakarta Pusat.,,
3,145 m²,,Lainnya,Tebet,"Tebet, Jakarta Selatan","Ini bisa utk kantor di Tebet Timur juga, Kamar 4+1, Carport 2 mobil, harga Rp.95jt",Jakarta Selatan,SHM,https://www.rumah123.com/properti/jakarta-selatan/hor39090240/,4,Bagus,Rp 90 Juta/tahun,140 m²,Disewakan Rumah Tebet Timur Untuk Hunian Atau Kantor Jalan 1 Mobil Car Port 2 Mobil,2,1
3,590 m²,,16500 Watt,Cipete,"Cipete, Jakarta Selatan","7-166
DISEWAKAN RUMAH (Cantik /Siap Huni) DI JL.BUNGA FLAMBOYAN CIPETE TOWN HOUSE DEKAT SEKOLAH PERANCIS JAKARTA SELATAN 
SHM 
Luas Tanah 590
Luas Bangunan 350
Kamar Tidur 4
Kamar Mandi 3
Kt 2 + Km 1 Pembantu 
Semi furnished 
dekat sekolah perancis, luas tanah 590 
luas bangunan 350
1 lantai 
 listrik 16.500 watt
Air tanah dan jetpam
garasi 2 mobil  
swimming pool 
taman 
harga Rp.550 Jt/tahun",Jakarta Selatan,SHM,https://www.rumah123.com/properti/jakarta-selatan/hor39127448/,4,Bagus,Rp 550 Juta/tahun,350 m²,7. Disewakan Rumah Cipete Town House Jakarta Selatan,,2
3,1850 m²,,10000 Watt,Rancamaya,"Rancamaya, Bogor","Kesempatan terbatas buat Anda dapatkan rumah nyaman dengan return investasi tinggi di Rancamaya, Bogor.

Rumah ini menawarkan lokasi yang strategis serta memiliki jumlah lantai 1 yang siap untuk segera Anda miliki, utamanya bagi Anda yang mencari hunian di lokasi yang dekat dengan fasilitas umum.

Kondisi properti ini bagus dan memiliki desain modern yang menambah daya tarik dan estetika properti ini. Rumah ini berada di wilayah strategis.

Detail Properti ini adalah:

  - Kamar Tidur: 3
  - Kamar Mandi: 3
  - Sertifikat: SHM - Sertifikat Hak Milik
  - Daya Listrik: 10000 watt

Lokasi Strategis terletak di Rancamaya, properti ini memudahkan akses Anda ke fasilitas-fasilitas utama dan unggulan.

Harga yang sangat kompetitif yaitu, Rp. 9.583.333, rumah ini siap menjadi milik Anda!

Nikmati segala kemudahan dan berbagai keunggulan menarik saat properti eksklusif ini milik Anda.",Bogor,SHM,https://www.rumah123.com/properti/bogor/hor39254569/,3,Bagus,Rp 155 Juta/tahun,580 m²,"Rumah Kontrakan Bagus SHM Rancamaya, Bogor",,1
1,162 m²,,Lainnya,Kota Baru Parahyangan,"Kota Baru Parahyangan, Bandung","Sewa Rumah Nyaman di Kota Baru Parahyangan, Bandung Barat

Hunian strategis dan nyaman untuk keluarga di kawasan elit!  

Spesifikasi:  
- Luas Tanah: 162 m²  
- Luas Bangunan: 97 m²  
- Kamar Tidur: 3+1  
- Kamar Mandi: 1+1  
- Sertifikat Hak Milik (SHM)  
- Carport untuk 1 mobil  
- Kondisi: Unfurnished (tanpa kitchen set)  

Keunggulan:  
- Lokasi premium di Kota Baru Parahyangan  
- Dekat fasilitas umum dan akses tol  
- Lingkungan aman dan asri  

Harga Sewa: Rp 65 juta per tahun (nego)  

Hubungi sekarang untuk info lebih lanjut dan jadwalkan survei!  


#SewaRumah #KotaBaruParahyangan #RumahDisewakan #BandungBarat #TatarPurba #LingkunganAsri #RumahKeluarga #LokasiStrategis #SewaProperti #PropertiBandung #purbasari #oovn",Bandung,SHM,https://www.rumah123.com/properti/bandung/hor39387741/,3,Bagus,Rp 65 Juta/tahun,97 m²,"Disewakan Rumah Siap Huni 3KT+1 Kota Baru Parahyangan, Bandung",1,1
2,120 m²,,Lainnya,Cigondewah,"Cigondewah, Bandung","(NefRrw)
Disewakan Rumah Taman Holis Indah 
siap huni( fasilitas 2Unit AC)
lt.120m /105m
kt 3+1 / km.2
listrik.2200W
carport 1
AC.2
Air Sible 
one gate sistem aman 24jam
o.harga 39.5jt/1th 
36jt (min 2th)

EASTHER OE ( Foyer )
081312800xxx",Bandung,SHM,https://www.rumah123.com/properti/bandung/hor39017343/,4,Bagus,"Rp 39,5 Juta/tahun",105 m²,Rumah Cantik Siap Huni Lokasi Aman Tenang Nyaman Di Taman Holis,1,1
3,300 m²,,Lainnya,Sanur,"Sanur, Denpasar","Disewakan vila di kawasan sanur kauh
Lok jl penyaringan 
Luas tanah 3 are
Luas bangunan 2 are
3 kamar tidur
3 kamar mandi
Kolam renang
Dapur 
Kebun
Air pdam dan sumur bor
Listrik 5500 watt
Garasi
Harga 200jt/ thn nego
Min sewa 2 thn
Semi furnish",Denpasar,SHM,https://www.rumah123.com/properti/denpasar/hor19524893/,3,Bagus,Rp 200 Juta/tahun,200 m²,Villa Luas Penyaringan Sanur Bali,,1
2,180 m²,,5500 Watt,Taman Kopo Indah,"Taman Kopo Indah, Bandung","Dijual/Disewakan Rumah Siap Huni di Taman Kopo Indah 3

LT 180m²
LB 150m²
3KT+1
2KM+1
Carport
Air summersible
Listrik 5500W
Hadap timur
1.5lt

Harga jual 2.1M nego
Harga sewa 50jt/thn min 2thn 

TIN_ELL",Bandung,SHM,https://www.rumah123.com/properti/bandung/hor39206791/,3,Bagus,Rp 50 Juta/tahun,150 m²,Rumah Bagus Siap Huni di Taman Kopo Indah 3 Bandung,1,2
2,66 m²,,2200 Watt,Summarecon Bandung,"Summarecon Bandung, Bandung","*SEWA*
Cluster Dayana Summarecon Bandung

LT: 66 m²
LB: 54 m²
Lebar 6x11m
2 lantai
2 KT
2 KM
1 Carport
Hadap Selatan
2200 va
Air Developer

*35jt/thn*

Kanopi Carport , Dapur Dalam . Taman belakang ditutup kanopi",Bandung,Lainnya,https://www.rumah123.com/properti/bandung/hor39136950/,2,Bagus,Rp 35 Juta/tahun,54 m²,Di Sewa Rumah Cluster Dayana Summarecon Bandung,1,2
3,200 m²,,3500 Watt,Cirebon Kota,"Cirebon Kota, Cirebon","Lokasi strategis
dekat ke sekolah Pelita Bangsa
 #181302",Cirebon,SHM,https://www.rumah123.com/properti/cirebon/hor39347483/,4,Bagus,Rp 110 Juta/tahun,150 m²,Rumah Tinggal Siap Pakai Full Furnished Di Perumahan Taman Cipto,,
3,345 m²,,Lainnya,Kemang Pratama,"Kemang Pratama, Bekasi","Rumah 1 lantai di Kemang Pratama, Bekasi.

For rent rumah di wilayah yang nyaman dengan pemandangan Lokasi di Pusat Kota. Properti 1 lantai ini berada di lingkungan Dekat Kawasan Bisnis & Industri.

Kategorinya adalah sebagai berikut:

  - Kamar Tidur: 4
  - Kamar Mandi: 3
  - Sertifikat: SHM - Sertifikat Hak Milik
  - Kondisi Perabotan: Furnished

Tidak hanya itu, properti ini layak untuk anda dapatkan karena:

  - Bebas Banjir.
  - Siap Huni.
  - Full Furnished.
  - Dekat Akses LRT.
  - Dekat Pusat Perbelanjaan.
  - Dekat Sekolah Internasional.
  - Dekat Sekolah Negeri.
  - Dekat Universitas.
  - Dekat Tempat Ibadah.
  - Dekat Taman Kota.
  - Lokasi di Pusat Kota.
  - Dekat Kawasan Bisnis & Industri.
  - Adem & Sejuk.
  - Lingkungan Tenang dan Damai.
  - Ada Kebun Pribadi.
  - Akses Jalan Muat 2 Mobil.
  - Lokasi Strategis.
  - Lokasi Bebas Banjir.
  - Properti Mewah.

Keberadaan rumah ini dekat fasilitas umum, hanya selangkah menuju berbagai fasilitas utama dan menarik.

Hanya Rp. 8.333.333, anda bisa langsung dapatkan rumah eksklusif di daerah Kemang Pratama ini.

Tersedia juga untuk rental period Yearly.",Bekasi,SHM,https://www.rumah123.com/properti/bekasi/hor39422335/,4,Bagus,Rp 100 Juta/tahun,200 m²,Rumah Hook Furnish Bagus Kemang Pratama Bekasi,3,1
3,330 m²,,5500 Watt,Pondok Indah,"Pondok Indah, Jakarta Selatan","***RUMAH 1 LANTAI, BAGUS, BERSIH, TERAWAT, FULL FURNISHED, 4 KAMAR, DI PONDOK INDAH, COCOK UNTUK HUNIAN KELUARGA***

LOKASI:
2 menit dari Pondok Indah Mall
7 menit dari RS Pondok Indah
9 menit dari akses Toll JORR TB Simatupang 

SPESIFIKASI RUMAH:
Luas tanah: 330 m2
Luas bangunan: 300 m2
1 Lantai
4 Kamar Tidur
3 Kamar Mandi
1 Kamar Tidur ART
1 Kamar Mandi ART
Full furnished (AC, tempat tidur, meja makan, sofa, kitchen set)
Taman
Garasi 1 mobil
Carport 1 mobil
Listrik 5500 VA x 2

Kondisi: full furnished, siap huni, sirkulasi udara bagus, pencahayaan baik.

Harga sewa Rp. 250 juta/ tahun
min 2 thn

Info lebih lanjut, hub:
Boy",Jakarta Selatan,SHM,https://www.rumah123.com/properti/jakarta-selatan/hor39420318/,4,Bagus,Rp 250 Juta/tahun,300 m²,"Rumah 1 Lantai, Bagus, Bersih, Terawat, Full Furnished, 4 Kamar di Pondok Indah, Cocok utk Hunian Keluarga",1,1
3,400 m²,,Lainnya,Senopati,"Senopati, Jakarta Selatan","Disewakan Jl. Ciasem IV Senopati Kebayoran Baru

Rumah mewah dilingkungan asri
Luas tanah : 400m2
Luas bangunan : 450m2
2 lantai
4 kamar tidur
3 kamar mandi
Swimming pool
4 parkir
Semi furnished
3 kamar ART
1 kamar mandi ART
Swimming pool
PDAM
Harga US$ 4500/month
Min sewa 2 th",Jakarta Selatan,Lainnya,https://www.rumah123.com/properti/jakarta-selatan/hor39358349/,4,Bagus,Rp 900 Juta/tahun,500 m²,"Rumah Kontrakan Bagus Semi Furnished Ciasem Senopati, Jakarta Selatan",2,2
4,563 m²,,Lainnya,Mega Kuningan,"Mega Kuningan, Jakarta Selatan","Disewakan Rumah 2 Lantai Luas dan Asri di Mega Kuningan 

Luas tanah 563 m2 
Luas bangunan 800 m2 
Kamar tidur 4
Kamar mandi 4
ruang karaoke
ruang gym
kamar asisten
dapur bersih
dapur kotor
Garasi 2 mobil 
Carport 2 mobil 
Harga USD 6500 perbulan

Hubungi 
Liana
0813 85000 676",Jakarta Selatan,Lainnya,https://www.rumah123.com/properti/jakarta-selatan/hor39385773/,4,Bagus,"Rp 1,27 Miliar/tahun",800 m²,"Mega Kuningan Area, Rumah 2 Lantai  Luas dan Asri, Lokasi Strategis Dekat dengan Kawasan Pejabat Luar Negeri",,2
5,1100 m²,,Lainnya,Cipete,"Cipete, Jakarta Selatan","House with 5 bedrooms, 5 bathrooms, swimming pool and located in Cipete near France School, with USD 4500 per month.

For further information and other alternatives, please call me Febe 0813 1122 9xxx

Thanks",Jakarta Selatan,Lainnya,https://www.rumah123.com/properti/jakarta-selatan/hor4560326/,5,,Rp 63 Juta per bulan,600 m²,Beautiful and Cozy House,,
3,90 m²,,Lainnya,Tebet,"Tebet, Jakarta Selatan","Disewakan rumah di Tebet Barat
bisa untuk kantor

lt 90. lb 140
2lantai
kt 5, km 3
5.500watt
ShM
135jt/thn (nego tipis)
deposit 13jt",Jakarta Selatan,SHM,https://www.rumah123.com/properti/jakarta-selatan/hor39381073/,5,Bagus,Rp 135 Juta/tahun,140 m²,Disewakan Rumah 2lantai Di Tebet Barat,1,2
4,500 m²,,Lainnya,Kebayoran Baru,"Kebayoran Baru, Jakarta Selatan","Nice house in brawijaya area for expatriat and others, the good location, hommie, safety area, close to shop, entertainment, school, and many fasilities, well maintenance house, have a good value to rent and for the price can be negotiable. Located in very prestigious area of Brawijaya which price is $4000 per month, and the price is negotiable. 

For viewing and other information Please call Febe : 0813 1122 9xxx",Jakarta Selatan,Lainnya,https://www.rumah123.com/properti/jakarta-selatan/hor9809180/,4,,"Rp 56,4 Juta per bulan",400 m²,Nice house in Brawijaya area for expatriat and others,,
2,788 m²,,Lainnya,Kemang,"Kemang, Jakarta Selatan","Lokasi strategis
Lebar 23 x panjang 34 
Cocok untuk restaurant
Hub 
Arleen Era One
082210822xxx",Jakarta Selatan,SHM,https://www.rumah123.com/properti/jakarta-selatan/hor39440200/,,Bagus,Rp 1 Miliar/tahun,1000 m²,Disewakan Rumah Di Kemang,,2
3,300 m²,,6600 Watt,Bangka,"Bangka, Jakarta Selatan","Lingkungan tenang dan 24 hrs security, akses sangat ok bisa dari arah Kemang area, Kebayoran Baru, Prapanca maupun daerah Mampang.  Yang pasti bebas banjir

Garasi 1+2
Kitchen
Listrik 6600 watt
Hadap selatan
Furnished",Jakarta Selatan,SHM,https://www.rumah123.com/properti/jakarta-selatan/hor7605564/,4,Bagus,Rp 345 Juta/tahun,184 m²,Rumah Kontrakan Shm@di Jl Bangka Ix Bangka Kemang,2,2
3,135 m²,,Lainnya,BSD,"BSD, Tangerang","DISEWAKAN
Rumah Cluster Imajihaus
Greenwich BSD

3 KT (1 kamar anak muat 3 kasur)
3 KM (1 ensuite bathroom, 1 powder room)
Full Furnished (Kitchen Set, Kasur, Sofa, Meja Belajar, Lemari, Meja Makan)
1 TV
3 AC
1 Water heater 
CCTV
Storage bawah tangga
Area Backyard sudah disemen
Area Jemur

Harga 75jt/ tahun",Tangerang,Lainnya,https://www.rumah123.com/properti/tangerang/hor38963315/,3,Bagus,Rp 75 Juta/tahun,150 m²,Disewakan Rumah Cluster Imajihaus Greenwich BSD,1,2
2,72 m²,,Lainnya,Gading Serpong,"Gading Serpong, Tangerang","Disewakan Rumah Baroni Gading Serpong Tipe 6x12

Tipe 6x12
Luas Tanah 72m2
Luas Bangunan 79m2
Kamar Tidur 3
Kamar Mandi 2
Canopy, Gordyn

Harga Sewa 55 Juta
Available April 2025",Tangerang,PPJB,https://www.rumah123.com/properti/tangerang/hor38876186/,3,Bagus,Rp 55 Juta/tahun,79 m²,Disewakan rumah cluster Baroni summarecon gading serpong dekat universitas multimedia nusantara dikawasan syphonia gading serpong,1,2
5,700 m²,,Lainnya,Alam Sutera,"Alam Sutera, Tangerang","WTL

ALAM SUTERA
Cluster Sutera Jingga
LT : 700m²
LB : 400m²
HOEK Timur - Selatan
Depan Taman
Unfurnish (Kosongan)
5 + 2 KT (2KM dalam)
4 + 1 KM 
2 Ruang Makan (1 Outdoor w/BBQ area)
1 Gudang
2 Garasi
4 Carport
3 AC GREE Baru

Rp270jt/th

YR",Tangerang,Lainnya,https://www.rumah123.com/properti/tangerang/hor19376637/,5,Bagus,Rp 270 Juta/tahun,400 m²,Disewakan ALAM SUTERA Cluster Sutera Jingga,4,2
3,86 m²,,2200 Watt,BSD City,"BSD City, Tangerang","*DISEWAKAN*
Tanakayu Svani 
Luas tanah 86 m2
luas bangunan 93m2 
full furnish 
AC 4 
Kulkas 
Water heater 
KT 3 
KM 3
Kamar multifunction 1
Smart door

Harga : 85 jt / tahun 
Min 2 th",Tangerang,Lainnya,https://www.rumah123.com/properti/tangerang/hor17851284/,3,Bagus,Rp 85 Juta/tahun,93 m²,Rumah Furnish Siap Huni  Di Tanakayu Cluster Svani Bsd City,1,2
2,115 m²,,2200 Watt,BSD Neo Catalonia,"BSD Neo Catalonia, Tangerang","Rumah di sewakan harga termurah di cluster CATALONIA BSD,maximal 2 thn,dpt potongan harga sewa.
listrik 2200
Air PDAM
lokasi strategis dekat ke :
eka hospital
Indomart
Alfa mart
Pasar modern bsd
ITC mall
Eon mall
Exit toll bsd
bandara Soekarno hatta.",Tangerang,Lainnya,https://www.rumah123.com/properti/tangerang/hor38846310/,2,,Rp 40 Juta/tahun,72 m²,Rumah Di Sewakan Harga Termurah Di Cluster Neo Catalonia Bsd,1,1
4,390 m²,,Lainnya,BSD Bukit Golf,"BSD Bukit Golf, Tangerang","DISEWAKAN 
Fontainebleau Golf Residence 
BSD City, tangerang selatan.

LT: 390 m2 (15m×26m)
Ada kelebihan tanah sekitar 72 m2 dari pengembang
LB: +/- 400 m2 
KT: 4+ 1 KT pembantu
KM: 4 + 1 KM pembantu (toilet di masing"" KM + 1 toilet di lantai bawah)
Garasi (2 mobil) + carport 
( utk 4  mobil)
AC: 7 unit
*hadap tenggara / timur selatan*
Garden depan dan belakang + kolam ikan

Di dlm cluster (tanah golf) tanpa pagar. 
Security dan maintenance oleh perhimpunan penghuni

Clubhouse: garden, multifunction room, gym, swimming pool, play room, sauna.
Akses toll JORR dan toll Karang Tengah

*HARGA SEWA 300JT / TH*
Atau
*500JT / 2TH, NETT*



BUY - SELL - RENT PROPERTY
Call or text me :
R I A. R | 0852 3169 5xxx
GadingPro | Alam Sutra.ade",Tangerang,SHM,https://www.rumah123.com/properti/tangerang/hor39068557/,4,Bagus,Rp 300 Juta/tahun,400 m²,"DISEWAKAN Rumah Furnished di Fontainebleau Golf Residence BSD Bukit Golf, Tangerang",4,2
2,280 m²,,Lainnya,Lippo Karawaci,"Lippo Karawaci, Tangerang","Disewakan 
 Rumah 2 lantai di 
Taman Mediterania Golf 
Lippo Karawaci Central 

LT 10x28
LB 10x18
2 Lantai 
Lantai atas 
3 KT
2 KM
Lantai bawah 
1 R tamu
1 R keluarga
K Pembantu + k mandi
Kitchen Set 
Belakang ruang kosong  10x5
Garasi 2 mobil 
Harga Sewa 100 JT ( nego )

Hub Yulia 
089661344xxx
ERA FIESTA KARAWACI",Tangerang,SHM,https://www.rumah123.com/properti/tangerang/hor38937525/,3,Bagus,Rp 100 Juta/tahun,180 m²,Rumah Cantik 2Lt Hunian Nyaman di Taman Mediterania Lippo Karawaci,2,2
3,105 m²,,2200 Watt,Surabaya Kota,"Surabaya Kota, Surabaya","Rumah 2 lantai 

Lt 7.5 x 15
Lb 150 m2
KT: 4 + 1
KM: 3 + 1
PLN: 2200 watt
Pdam 
Shm
Hadap timur

Biaya sewa : Rp. 55jt / thn NEGO

Hub: 
Willyam Tanaya - Winston One
081999005xxx",Surabaya,SHM,https://www.rumah123.com/properti/surabaya/hor39298750/,4,Bagus,Rp 55 Juta/tahun,150 m²,Rumah 2 Lantai Pandugo Lokasi Stategis Siap Huni,,2
