,url,title,price_in_rp,district,city,bedrooms,bathrooms,land_size_m2,building_size_m2,certificate,electricity_power,property_condition,floor_count,description,market_price_2025,market_price_2023,rent_price_per_year_2025,NOI,cap_rate,property_value_growth,NPV
3931,https://www.rumah123.com/properti/jakarta-selatan/hos14600632/,"Rumah Mewah Model Industrial, 150 meter ke Jln Saidi Raya, Masuk Komplek, Bebas Banjir, Udah Turun Jauh Banget dari 7.9M ke 6.7M. Masih Bisa Nego",6700000000.0,Petukangan,Jakarta Selatan,4.0,3.0,320.0,300.0,SHM,11000.0,Renovasi Minimum,3.0,"Dijual Rumah Model Industrialis

Semi Furnished masuk komplek di Petukangan

LT 320 meter
LB 300 meter

Lantai 1 :
2 kamar tidur ART
1 toilet tamu

Lantai 2 :
1 kamar tidur utama + kamar mandi dalam
1 toilet tamu
3 kamar tidur + 1 kamar mandi luar

Lebar Jalan 12 meter

Komplek Cluster


1. Pakai water heater Ariston 50 liter, lebih stabil dan ok, belum ada keluhan
2. Tidak ada kompor tanam
3. Pakai Air tanah, dengan pompa dan filter, air sangat kencang dan aman
4. ⁠air gratis, listrik token sekitar 3 juta tergantung pemakaian, lingkungan 250rb
5. ⁠Genset harus beli baru
6. ⁠Palang tidak ditutup, hanya gapura aja
7. ⁠tidak ada keluhan/kebocoran, hanya perlu di cat tembok putih, dan coating ulang untuk semua besi2 pagar dan railing
8.. Ada tambahan biaya rutin pest control 300rb per bulan, rumah bebas tikus, kecoa, rayap, semut, serangga

5 menit ke Tol Ciledug 1
10 menit ke Pakubwono
12 menit ke Senayan City
15 menit ke Gandaria City",6.729768e+09,4.8990326e+09,3.060488e+08,2.1423416e+08,3.197524776119403,0.17204654,6312742123.306557
4288,https://www.rumah123.com/properti/bogor/hos19466218/,Turun Harga Dijual Luxurious House Di Sentul City Tiga Lantai Dengan Kolam Renang,6500000000.0,Sentul City,Bogor,5.0,4.0,440.0,550.0,SHM,13200.0,Bagus,3.0,"Rumah Mewah Full Furnished
Baru Renovasi
Kolam Renang 6x14
BBQ Grill
Water Reverse Osmosis Dispenser
Mesin Cuci (2)
Mesin Pengering (2)
Kulkas (4)
Water Heater 135L
Water Torent 1.050L with filter 4 tabung
CCTV
Gazebo",9.601944e+09,5.234146e+09,1.9167979e+08,1.3417586e+08,2.0642439384615385,0.35443032,45802068306.33032
1503,https://www.rumah123.com/properti/bogor/hos39163442/,Hunian Sejuk Di Kota Bogor 2 Lantai Dekat Stadion Pakansari,1400000000.0,Ciawi,Bogor,2.0,2.0,80.0,73.0,Lainnya,2200.0,Bagus,2.0,"Lokasi : Jalan Raya Bogor
Akses : Tol BORR - Sentul Selatan - Sentul Utara - Cibinong - Bogor Kota

Dekat Tol Sentul
Dekat Stasiun Cilebut
Dekat Cibinong City Mall
Dekat Botani Mall
Dekat Kebun Raya Bogor
Dekat Balaikota Bogor
Dekat RSUD Cibinong

Untuk kunjungan ke show unit, promo dan cara bayar, kamu dapat menghubungi agent pemasaran rumahbaru.co

Bisa proses KPR Bank kamu, kami bantu pengajuannya sampai Approved

| rumahbaruco®️ |
Jual | Beli | Sewa | KPR Specialist
teman cari rumahbaru

Instagram	: @rumahbaru.bogorraya
FB Pages	         : Rumahbaru Bogorraya
Tiktok		: @rumahbaru.bogorraya
Youtube		: @rumahbaruco
Website		: www.rumahbaru.co",1.3443808e+09,1.1542431e+09,4.175664e+07,2.9229648e+07,2.0878319999999997,0.079226255,-191565265.00621867
2548,https://www.rumah123.com/properti/tangerang/hos39449543/,Dijual Rumah 7x12 Furnished Cluster Rossini Gading Serpong,1900000000.0,Gading Serpong,Tangerang,2.0,2.0,84.0,69.0,Lainnya,4400.0,Bagus,2.0,"Rossini, Gading Serpong

Uk 7x12
Luas Tanah 84 m2
Luas Bangunan 69m2
Kamar Tidur 2
Kamar Mandi 2
Hadap Utara
Listrik 4.400 watt ( inc Solar panel)
Air PAM
Carport 2 ( sudah diperbesar )
Sertifikat PPJB siap AJB
Furnished ( kecuali electronic )


Harga : 1.9 M nego tipis


Info Contact:
Chris Lie - GP Alsut
081992188xxx
//novita",1.9549436e+09,1.7304815e+09,4.970077e+07,3.4790536e+07,1.8310808421052631,0.06287849,-490840856.0322528
150,https://www.rumah123.com/properti/depok/hos19460175/,Rumah Baru 12 menit LRT Cibubur & 8 menit ke tol cimanggis,585000000.0,Cimanggis,Depok,2.0,1.0,61.0,36.0,SHM,1300.0,Bagus,1.0,"RUMAH CANTIK NUANSA BALI MODERN TERSEDIA UNIT SIAP HUNI.
CLUSTER  BERLOKASI STRATEGIS HANYA 12 MENT LRT CBUBUR DAN 8 MENIT DARI PINTU TOL CIMANGGIS.

KEUNGGULAN:
- Legalitas SHM.
- Cluster One Gate System.
- Unit Terbatas.
- Jalan Conblock.
- Dekat Pintu Tol. 
.
STRATEGIS :
- 2 Menit ke SDN Tapos 5.
- 4 Menit ke SMK Negeri 4 Depok.
- 6 Menit ke SDN Sukatani 6.
- 8 Menit ke Pintu Tol Cimanggis.
- 8 Menit ke Mesjid At-Thohir
- 11 Menit ke RS Meilia Cibubur.
- 12 menit LRT Cibubur
- 12 Menit Trans Studio Mall Cibubur.
- 15 Menit ke Puskesmas Sukatani.
- 16 Menit ke RS Sentra Medika.
- 16 Menit ke UPTD Puskesmas Cimanggis.
.
PROMO :
*DP 0 .
*Free AJB BBN.
*Free BPHTB
*Free Biaya KPR.
.
Untuk Respon Cepat dan Survei serta permintaan Price List silahkan menghubungi : Datu Meirina 0811-1121-xxx",5.580395e+08,4.4233222e+08,2.6268108e+07,1.8387676e+07,3.1431924786324785,0.1232028,168161763.6656667
2770,https://www.rumah123.com/properti/bogor/hos39242989/,Jual Rumah di Royal Tajur Residence Bogor Selatan,1350000000.0,Tajur,Bogor,3.0,2.0,119.0,76.0,SHM,1300.0,Bagus,2.0,"Jual Rumah di Royal Tajur Residence Bogor Selatan 
Luas bangunan : 76
Luas tanah :  119
Lebar x panjang : 7 x 17
Hadap : Utara
Jumlah kamar tidur : 3
kamar mandi : 2
Jumlah lantai: 
Carport: 1
Air : PDAM
Daya Listrik : 1300
Sertifikat : SHM
Unfurnish
Harga : 1.35M Nego

#AYLN",1.037182e+09,1.171385e+09,4.114095e+07,2.8798666e+07,2.1332345185185186,-0.059025884,-1016045860.0194613
2086,https://www.rumah123.com/properti/jakarta-timur/hos39317884/,Rumah Siap KPR dekat Mall Grand Cakung SHM Hadap Utara J23891,600000000.0,Cakung,Jakarta Timur,2.0,1.0,72.0,40.0,SHM,0.0,Bagus,1.0,"Pondok Ungu Cluster Ubud
Babelan - Kabupaten Bekasi

*Menerima Cash
*Bisa Dibantu KPR

Rumah siap huni lokasi strategis, dekat dengan fasilitas pendidikan, kesehatan, pusat perbelanjaan, dan akses transportasi.

Rumah siap huni lokasi strategis, dekat dengan fasilitas pendidikan, kesehatan, pusat perbelanjaan, dan akses transportasi.
 
SHM
LT 72
LB 40
1 Lantai
2 Kamar Tidur
1 Kamar Mandi
Sumber Air PDAM
Hadap Utara

Fasilitas Sekitar Hunian:
2 menit ke SD Negeri Bahagia 06

2 menit ke SMP NEGERI 3 BABELAN

3 menit ke SMP Negeri 4 Babelan

4 menit ke SD Negeri Kaliabang Tengah 7

5 menit ke SD Negeri Gentra Masekdas

6 menit ke SMA NEGERI 3 BABELAN

7 menit ke SD Negeri Bahagia 02

10 menit ke SMA NEGERI 14 BEKASI UTARA

3 menit ke Pasar Pondok Ungu Permai

8 menit ke Pasar Marpungngah

10 menit ke Plaza Taman Harapan Baru

20 menit ke Summarecon Mall Bekasi

6 menit ke RS. Taman Harapan Baru

6 menit ke Puskesmas Kaliabang Tengah

9 menit ke Rumah Sakit Zainuttaqwa

10 menit ke Puskesmas Bahagia Bekasi

10 menit ke Puskesmas Pejuang

10 menit ke Puskesmas Perwira

7 menit ke Terminal Bayangan Pondok Ungu

10 menit ke Terminal Bayangan Ujung Harapan Bahagia

25 menit ke Gerbang Tol Marga Jaya 2

25 menit ke Gerbang Tol Bekasi Barat 1

25 menit ke Gerbang Tol Bekasi Barat 2

25 menit ke Stasiun Kranji

25 menit ke Stasiun Bekasi

30 menit ke Stasiun Cakung

30 menit ke Stasiun Bekasi Barat

30 menit ke Gerbang Tol Cakung 2

hubungi sekarang juga untuk konsultasi dan survey rumahnya (Silahkan tulis no.telp pada pesan untuk kami hubungi lebih lanjut)",6.706815e+08,5.2273686e+08,2.9852144e+07,2.08965e+07,3.48275,0.13270438,241033124.919276
6047,https://www.rumah123.com/properti/tangerang/hos19375096/,Rumah Murah Cluster La Bella Gading Serpong Siap Huni,800000000.0,Gading Serpong,Tangerang,2.0,2.0,40.0,50.0,Lainnya,2200.0,Bagus,1.0,"""DIJUAL CEPAT RUMAH GADING SERPONG 
Cluster La Bella@Arcadia, Paramount Serpong 

Luas Tanah 40 m2 ( 5x8 )
Luas Bangunan 50 M2 
Kamar Tidur 2+1 
Kamar Mandi 2+1 
Carport 1 
PPJB siap AJB 

Harga 900 jt turun jadi 800 jt nett

Hubungi :
Mita Gading Pro
0816 1912 609",9.736754e+08,8.505143e+08,3.764276e+07,2.6349932e+07,3.2937415,0.0699569,-147122151.63777626
2259,https://www.rumah123.com/properti/tangerang/hos18632647/,"Rumah di Gading Serpong 3,6M Dilengkapi Attic Dan Window Bay",3600000000.0,Gading Serpong,Tangerang,4.0,4.0,120.0,183.0,SHM,5500.0,Baru,3.0,"Rumah mewah dengan design American Classic bergaya Resort ini berada di Gading Serpong

Lokasi dekat dengan :
Summarecon Mall Serpong
Universitas Multimedia Nusantara
RS ST. Carolus
RS Bethsaida
EMC Health Care
Eastvara Mall
Living World 

Spesifikasi :
4 + 1 Kamar Tidur
4 + 1 Kamar Mandi
2 Carport
Window Bay di kamar tidur utama
Spacious living room with void
Sanitary by Kohler
Include Canopy, Solar Panel, Smart Panel, CCTV, Smart door lock

More info & survey show unit hubungi :
Vina Stephanie - Harmony Realty",3.7425021e+09,4.2640317e+09,1.3324e+08,9.3268e+07,2.5907777777777774,-0.06314838,-2712908228.187613
2689,https://www.rumah123.com/properti/jakarta-barat/hos38997168/,Rumah 10x15 Strategis Dalam Cluster Taman Ratu Jakarta Barat,3500000000.0,Taman Ratu,Jakarta Barat,4.0,3.0,150.0,250.0,SHM,0.0,Bagus,2.0,"Rumah terawat ukuran menarik 10x15. Dalam cluster one gate system. keamanan 24jam. Row jalan 2mobil 
strategis: 
dekat sekolah, universitas, rumah sakit dan transportasi umum.
shm 
uk 10x15
2.5 lt 
hadap utara 
carport 1mobil
row 2 mobil 
*Jual 3.5M* nego, KPR bs di bantu

mau beli rumah sama Jaqualine y, wa ke 08170286xxx

follow instagram: 
@jaqualine_property

jual • beli • kpr • invest • join properti",3.7106166e+09,4.0744369e+09,1.1538089e+08,8.076662e+07,2.3076178285714284,-0.045690536,-2512479965.6437078
2650,https://www.rumah123.com/properti/jakarta-barat/hos38952595/,Di Jual Rumah Green Lake City Siap Huni,1800000000.0,Green Lake City,Jakarta Barat,2.0,2.0,74.0,76.0,SHM,0.0,Bagus,2.0,"DIJUAL

Green Lake City 

LT. 74m²
LB. 76m²
2 Lantai
KT. 2
KM. 2
SHM

Harga: 1,8 M

Info 
Alexander NG
085716312xxx",1.5464995e+09,1.2506318e+09,4.955112e+07,3.4685784e+07,1.926988,0.1120137,267594670.93636012
4734,https://www.rumah123.com/properti/bekasi/hos12163573/,"Jual Rumah Secondary Siap Huni Jatibening Estate, Bekasi",3500000000.0,Jatibening,Bekasi,4.0,3.0,373.0,300.0,SHM,4400.0,Bagus,2.0,"Dijual cepat rumah 2 lantai secondary siap huni full furnished. Lokasi aman bebas banjir, lingkungan nyaman dan asri. 

Spesifikasi 
Luas tanah : 373 m2
Luas bangunan : 300 m2
Kamar tidur : 4+1
Kamar mandi : 3+1
Listrik : 4.400 watt 
Garasi dalam : 2 mobil 
Carport : 2 mobil 
Surat Sertifikat Hak Milik 
Harga Rp 3,5 Miliar Nego 
Lokasi : Jatibening Estate 

Additional Info 
- 5 menit arah tol dalam Kota.
- 5 menit arah Tol JORR
- 5 menit ke sta. LRT
- 5 menit arah Tol Becakayu.
10 menit ke Bandara Halim & Sta. KA cepat Jkt-Bdg

Anda tertarik dengan rumah ini? Segera hubungi kami di!
Agent : 081283013xxx
Admin : 081319571xxx

Kenapa harus Central Rumah?
1. Sistem kami Transparasi
2. Melayani sepenuh hati",3.9120074e+09,3.4502346e+09,1.4655366e+08,1.0258756e+08,2.9310731428571426,0.06481826,-790719044.9842005
859,https://www.rumah123.com/properti/bekasi/hos38940399/,Rumah Seken Terawat Dekat Faskes dan Stasiun di Bekasi DP Ringan J22552,510000000.0,Bekasi Utara,Bekasi,2.0,1.0,60.0,50.0,HGB,1300.0,Bagus,1.0,"Perumahan Wahana Harapan
TARUMAJAYA - KABUPATEN BEKASI

Rumah siap huni lokasi strategis, dekat dengan fasilitas pendidikan, kesehatan, pusat perbelanjaan, dan akses transportasi.
 
SHGB
LT 60
LB 50
1 Lantai
2 Kamar Tidur
1 Kamar Mandi
Listrik 1300 VA
Sumber Air PDAM
Hadap Timur

Fasilitas Sekitar Hunian:
3 Menit ke SDN Setia Asih 01/05
5 Menit ke SMA Islam PB Soedirman 2 Bekasi
6 Menit ke SDN SETIA ASIH 02-06
7 Menit ke SDIT Mentari Indonesia
10 Menit ke SD Alodia 1
10 Menit ke SMP Negeri 4 Babelan
15 Menit ke SMA NEGERI 3 BABELAN

8 Menit ke Pasar Pondok Ungu Permai
25 Menit ke Mall Grand Cakung
30 Menit ke AEON MALL Jakarta Garden City
30 Menit ke Summarecon Mall Bekasi
35 Menit ke Metropolitan Mall Bekasi
35 Menit ke Mall Grand Metropolitan Bekasi

7 Menit ke Puskesmas Kaliabang Tengah
8 Menit ke RS. Taman Harapan Baru
15 Menit ke Rumah Sakit Ibu dan Anak Viola
15 Menit ke UPTD Puskesmas Setia Mulya
15 Menit ke Puskesmas Pejuang

30 Menit ke Stasiun Kranji
30 Menit ke Stasiun Bekasi
30 Menit ke Stasiun Klender Baru
30 Menit ke Stasiun Cakung
40 Menit ke Stasiun Bekasi Timur
45 Menit ke Gerbang Tol Tambun

hubungi sekarang juga untuk konsultasi dan survey rumahnya (Silahkan tulis no.telp pada pesan untuk kami hubungi lebih lanjut)",5.399427e+08,3.61422e+08,2.8842664e+07,2.0189864e+07,3.958796862745098,0.22226834,988758612.2143223
3567,https://www.rumah123.com/properti/tangerang/hos15248485/,"RUMAH DIJUAL DI DEKAT GREEN LAKE CITY, CIPONDOH TANGERANG BANTEN",1800000000.0,Cipondoh,Tangerang,4.0,4.0,100.0,165.0,SHM,3500.0,Bagus,2.0,"Jual cepat , nego sampai jadi 
rumah tinggal 2,5 lantai, minimalis, lokasi strategis

Komp. Griya indah darussalam, kel. Ketapang, kec. Cipondoh, tangerang 
(Nempel greenlake city)

Lt 100m² (lebar muka 8x12.5)
Lb +- 165m²

-nempel greenlake city 
-lokasi aman dalam komplek
-lokasi anti banjir 
-carport 1 + garasi 1
-kamandi 5
-kamartidur 4 + 1
-lantai granit, railling stainless, sanitair toto
-air pompa + pam lancar
-internet + tv cable
-free kitchenset + backdrop tv
-free waterheater 2 
-free ac 5
-listrik 4.400 (bukan token)
-surat shm, imb,",2.1053482e+09,2.6804165e+09,8.974072e+07,6.2818504e+07,3.4899168888888887,-0.11374062,-1481949245.544384
5638,https://www.rumah123.com/properti/jakarta-barat/hos39330166/,Rumah Luas Terawat 15 Menit ke Terminal Bus Grogol Dibantu KPR J-28424,4760000000.0,Tanjung Duren,Jakarta Barat,6.0,2.0,318.0,222.0,SHM,5500.0,Bagus,2.0,"Jalan H. Kelik Kembangan
Kembangan - Kota Jakarta Barat

Rumah siap huni lokasi strategis, dekat dengan fasilitas pendidikan, kesehatan, pusat perbelanjaan, dan akses transportasi.

SHM
LT 318
LB 222
2 Lantai
6 Kamar Tidur
2 Kamar Mandi
Listrik 5500 VA
Sumber Air Tanah
Hadap Selatan

Fasilitas Sekitar Hunian:
3 Menit ke SDN 04 pagi
3 Menit ke Sekolah Dasar Negeri Kelapa Dua 01 Pagi
4 Menit ke SD 05 Srengseng
4 Menit ke SD Islam AnNajah Jakarta Barat
4 Menit ke SMP Negeri 189 Jakarta
4 Menit ke SMA Negeri 85 Jakarta Barat
5 Menit ke SD Islam Al Ghifari
5 Menit ke SMPN 142 Jakarta
6 Menit ke SMP Negeri 75 Jakarta
9 Menit ke SMA Negeri 112 Jakarta

10 Menit ke Pasar Taman Aries
15 Menit ke Lippo Mall Puri
15 Menit ke Puri Indah Mall
20 Menit ke Mall Senayan City
20 Menit ke Mall Plaza Senayan
20 Menit ke Gandaria City

5 Menit ke Rumah Sakit Anggrek Mas
4 Menit ke Puskesmas Kelurahan Srengseng
10 Menit ke Siloam Hospitals Kebon Jeruk
10 Menit ke Eka Hospital Permata Hijau

15 Menit ke Stasiun Kebayoran
15 Menit ke Stasiun Palmerah
15 Menit ke Terminal Bus Cipulir
15 Menit ke Terminal Bus Grogol
20 Menit ke Terminal Blok M
20 Menit ke Kebon Jeruk


hubungi sekarang juga untuk konsultasi dan survey rumahnya (Silahkan tulis no.telp pada pesan untuk kami hubungi lebih lanjut)",7.7206784e+09,4.2914793e+09,1.2354103e+08,8.647872e+07,1.816779831932773,0.34129477,29979986489.542435
2821,https://www.rumah123.com/properti/bogor/hos17987116/,Rumah Cantik Full Granit Di Greenwood Bukit Cimanggu City SHM - Sertifikat Hak Milik,1150000000.0,Bogor Utara,Bogor,2.0,1.0,90.0,90.0,SHM,2200.0,Bagus,1.0,"Rumah dijual
Cimanggu city,cluster Greenwood.
Blok Ka 10 no 12
- Luas tanah 90m2
- Bamgunan full
- kamar tidur 2
- kamarandi 1
- full granit
- kitchensett baru
- listrik 2200
- carport 2 mobil
Harga 1.150M nego",8.971629e+08,1.1005192e+09,3.4116092e+07,2.3881264e+07,2.076631652173913,-0.09710586,-948321957.7353117
366,https://www.rumah123.com/properti/tangerang/hos13307939/,Dijual Rumah Siap Huni Kondisi Bagus Di Golden Park 3 Area Cisauk Tangerang,650000000.0,Cisauk,Tangerang,1.0,1.0,50.0,24.0,SHM,2200.0,Bagus,1.0,"Rumah siap huni
Kondisi bagus
Daya listrik 2200W

Lokasi strategis dekat dengan fasilitas umum, Akses jalan & transportasi mudah, dekat Stasiun Cisauk.

*WIE",4.737908e+08,4.646171e+08,3.376844e+07,2.3637908e+07,3.6366012307692306,0.009824038,-332049601.94725823
1432,https://www.rumah123.com/properti/jakarta-barat/hos19503498/,Rumah 3 Lantai Duri Kepa Jakarta Barat Brand New,2490000000.0,Duri Kepa,Jakarta Barat,4.0,4.0,72.0,180.0,SHM,0.0,Bagus,3.0,"RUMAH DURI KEPA
UK 4x18
3 LT
SHM
4+1 KT

2,49M NEGO

BRYAN 087777655xxx",2.7754895e+09,2.559887e+09,8.2458536e+07,5.7720976e+07,2.318111485943775,0.04126048,-950036119.313721
5673,https://www.rumah123.com/properti/jakarta-timur/hos18847928/,"Dijual Cepat Rumah Dengan Kos kosan 3 Lantai, Lokasi Strategis, Sudah Shm, Harga Nego Sampai Deal, Pulo Asem, Jakarta Timur",3300000000.0,Rawamangun,Jakarta Timur,11.0,7.0,115.0,300.0,SHM,2200.0,Bagus,3.0,"Dijual Cepat Rumah Dengan Kos-Kosan 3 Lantai, Lokasi Strategis, Sudah SHM, Harga Nego Sampai Deal @Pulo Asem, Jakarta Timur

Pulo Asem, Jakarta Timur
LT/LB : 115/300
KT : 11
KM : 7
Tingkat : 3 lantai
Hadap : Selatan
Listrik : 2200

Fasilitas :
- R. Tamu
- R. Keluarga
- R. Belajar
- R. Makan
- Gudang
- Dapur Basah
- Carport 1

Kelebihan Fasilitas Kawasan :
- Dekat Mall Arion
- Dekat Pasar Rawamangun
- Dekat Terminal Rawamangun
- Dekat Stasiun LRT Balap Sepeda
- Dekat Velodrom
- Dekat Rumah Sakit Antam dan Columbia Asia
- Dekat Sekolah Swasta
- Dekat Universitas
- Dekat JEIP (Jakarta Industrial Estate Pulogadung)
- Minimarket
- Indomart & Alfamart
- Pusat Belanja Tiptop

Akses :
- Transjakarta
- 5 Menit ke Tol Rawamangun


HARGA : Rp 3.300.000.xxx NEGO SAMPAI DEALL!!

SURVEY SEKARANG HUBUNGI :
BARA
ERA EXPERT
0821 3023 5xxx",3.4676915e+09,3.3196723e+09,8.466989e+07,5.926892e+07,1.7960278787878785,0.022051096,-1613278384.1948888
1779,https://www.rumah123.com/properti/bogor/hos39001516/,Rumah Cicilan Ringan 15 Menit ke RS Hermina Bogor Dibantu KPR J28089,450000000.0,Tanah Sareal,Bogor,2.0,1.0,60.0,60.0,SHM,0.0,Bagus,1.0,"Perumahan Villa Mutiara Blok D4 No.12
Tanah Sareal - Kota Bogor

*Menerima Cash
*Bisa Dibantu KPR

Rumah siap huni lokasi strategis, dekat dengan fasilitas pendidikan, kesehatan, pusat perbelanjaan, dan akses transportasi.

Rumah siap huni lokasi strategis, dekat dengan fasilitas pendidikan, kesehatan, pusat perbelanjaan, dan akses transportasi.

SHM
LT 60
LB 60
1 Lantai
2 Kamar Tidur
1 Kamar Mandi

Fasilitas Sekitar Hunian:
4 Menit ke Sekolah Menengah Pertama Plus Yaspera
6 Menit ke SDN Kencana 1
8 Menit ke Sekolah Dasar Negeri Kayu Manis 2
9 Menit ke SDN Kayumanis 1
9 Menit ke SMP KREATIVA BOGOR
10 Menit ke SDN Kencana 2
10 Menit ke SMA - SMK YADIKA 7 BOGOR
15 Menit ke SMA N 1 Bojonggede

10 Menit ke Pasar Induk Kemang (TU) Bogor
30 Menit ke Lippo Plaza Keboen Raya
30 Menit ke Vivo Mall Sentul
30 Menit ke BTW Mall
35 Menit ke Cibinong City Mall 2
35 Menit ke Cibinong City Mall

10 Menit ke Puskesmas Mekar Wangi
15 Menit ke RSAU dr. M. Hassan Toto
15 Menit ke RSIA Bunda Suryatni Bogor
15 Menit ke RS Hermina Bogor
15 Menit ke Puskesmas Kemang
15 Menit ke Puskesmas Cilebut
25 Menit ke RUMAH SAKIT ISLAM AYSHA

15 Menit ke Gerbang Toll Kayu Manis 1
15 Menit ke Stasiun Cilebut
20 Menit ke Stasiun Bojong Gede
20 Menit ke Terminal Bubulak
25 Menit ke Terminal Laladon
25 Menit ke STASIUN BOGOR
25 Menit ke Gerbang Tol Sentul Barat
30 Menit ke Gerbang Tol Sentul 2
30 Menit ke Terminal Bus Ciparigi


hubungi sekarang juga untuk konsultasi dan survey rumahnya (Silahkan tulis no.telp pada pesan untuk kami hubungi lebih lanjut)",5.02072e+08,3.952687e+08,2.1576092e+07,1.5103264e+07,3.3562808888888886,0.12703335,150245110.80801594
3958,https://www.rumah123.com/properti/bogor/hos39242283/,Rumah Bagus Semi Furnished SHM di Rivela Park Kota Bogor,1950000000.0,Kertamaya,Bogor,3.0,2.0,177.0,105.0,SHM,2200.0,Bagus,2.0,"Rumah bergaya minimalist modern di Rivela Park, Kertamaya, Kota Bogor.

Temukan rumah 2 lantai yang nyaman ini,  dijual dengan pemandangan pegunungan yang menambah nilai estetika di lingkungan hunian. Rumah ini berada di wilayah strategis serta menawarkan lingkungan fasilitas yang lengkap, cocok untuk Anda yang menginginkan hunian aman.

Spesifikasi Utama Properti:

  - Kamar Tidur: 3
  - Kamar Mandi: 2
  - Sertifikat: SHM - Sertifikat Hak Milik
  - Daya Listrik: 2200 W
  - Arah Bangunan: Menghadap Tenggara
  - Kondisi Perabotan: Semi Furnished

Dilengkapi dengan:

  - Wastafel.
  - Kitchen Set.
  - Pemanas Air.
  - Kompor.
  - Kolam Renang.
  - Keamanan 24 jam.
  - Tempat Laundry.
  - CCTV.
  - Akses Parkir.
  - One Gate System.
  - Taman.
  - Tempat Jemuran.
  - Taman.
  - Jalur Telepon.

Fitur unggulan:

  - Bisa KPR.
  - Siap Huni.
  - Bebas Banjir.
  - Dekat Akses Bus Kota.
  - Dekat Sekolah Internasional.
  - Dekat Pusat Perbelanjaan.
  - Dekat Sekolah Negeri.
  - Dekat Universitas.
  - Dekat Fasilitas Kesehatan.
  - Dekat Tempat Wisata.
  - Dekat Taman Kota.
  - Dekat Pusat Bisnis.
  - Sejuk.
  - Pemandangan Gunung.
  - Cocok Untuk Investasi.
  - Tangan Pertama.
  - Properti Eksklusif.

Terletak di Kertamaya, rumah ini memberikan kemudahan akses ke berbagai fasilitas menarik.

Dengan harga Rp. 1.950.000.xxx, anda bisa memiliki hunian istimewa yang sudah siap huni dan bersertifikat SHM - Sertifikat Hak Milik. Jangan lewatkan kesempatan untuk menikmati pengalaman tinggal di kawasan Kertamaya yang nyaman ini!

Kontak segera untuk informasi lebih lanjut!",1.5773384e+09,1.5734561e+09,5.795179e+07,4.0566252e+07,2.080320615384615,0.0012328625,-1117460170.8217382
5714,https://www.rumah123.com/properti/depok/hos39352323/,Rumah 3 KT Siap Huni 5 Menit ke Primaya Hospital Depok Bebas Banjir J-30957,1750000000.0,Sukmajaya,Depok,3.0,2.0,240.0,106.0,SHM,0.0,Bagus,1.0,"Taman Manggis Permai
Cilodong - Kota Depok

Rumah siap huni lokasi strategis, dekat dengan fasilitas pendidikan, kesehatan, pusat perbelanjaan, dan akses transportasi.

SHM
LT 240
LB 106
1 Lantai
3 Kamar Tidur
2 Kamar Mandi

Fasilitas Sekitar Hunian:
4 Menit ke SD Negeri Sukamaju 9
4 Menit ke SD Negeri Sukamaju 6
6 Menit ke SD Negeri Mekar Jaya 11
6 Menit ke SDN Sukamaju 3
6 Menit ke SMP Triguna Depok
7 Menit ke SDN Sukamaju 1
9 Menit ke SMA Budi Utomo Depok
9 Menit ke SMA Negeri 2 Depok
9 Menit ke SMAN 3 Depok
10 Menit ke TK-SMP-SMA-SMK Yapemri Depok
10 Menit ke SMP Ganesa Satria

15 Menit ke Mall Pesona Square
15 Menit ke Grand Mall Cimanggis
20 Menit ke Citimall Cimanggis
25 Menit ke D'Mall Depok
25 Menit ke MargoCity

5 Menit ke Rumah Sakit Simpangan Depok
5 Menit ke Primaya Hospital Depok
8 Menit ke UPTD Puskesmas Jatijajar
10 Menit ke UPTD Puskesmas Pondok Sukmajaya
10 Menit ke Puskesmas Vila Pertiwi
10 Menit ke UPTD Puskesmas Sukamaju Baru

9 Menit ke Terminal Bus Jatijajar
10 Menit ke Gerbang Tol Cisalak 3
15 Menit ke Gerbang Tol Cisalak 1
15 Menit ke Gerbang Tol Margonda 3
20 Menit ke Gerbang Tol Cimanggis
20 Menit ke Stasiun Depok
20 Menit ke Stasiun Pondok Cina
25 Menit ke Gerbang Tol Cisalak 2


hubungi sekarang juga untuk konsultasi dan survey rumahnya (Silahkan tulis no.telp pada pesan untuk kami hubungi lebih lanjut)",1.86302e+09,1.8395881e+09,6.959032e+07,4.8713224e+07,2.7836128,0.00634861,-945469084.8100125
